,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79,PC80,PC81,PC82,PC83,PC84,PC85,PC86,PC87,PC88,PC89,PC90,PC91,PC92,PC93,PC94,PC95,PC96,PC97,PC98,PC99,PC100,PC101,PC102,PC103,PC104,PC105,PC106,PC107,PC108,PC109,PC110,PC111,PC112,PC113,PC114,PC115,PC116,PC117,PC118,PC119,PC120,PC121,PC122,PC123,PC124,PC125,PC126,PC127,PC128,PC129,PC130,PC131,PC132,PC133,PC134,PC135,PC136,PC137,PC138,PC139,PC140,PC141,PC142,PC143,PC144,PC145,PC146,PC147,PC148,PC149,PC150,PC151,PC152,PC153,PC154,PC155,PC156,PC157,PC158,PC159,PC160,PC161,PC162,PC163,PC164,PC165,Class
GSM153079,5.315670564,4.242760593,-1.077825893,-0.518451949,-4.265931724,-1.061539518,-0.868896455,-0.122953012,1.390821733,0.706673162,0.918290687,0.381228111,3.066722404,-0.117385039,-1.150998655,0.557859255,0.161363947,-0.112467789,-1.320396957,0.520136254,-0.0700598,0.618065193,-0.577157207,-0.969762972,0.356740794,-1.043648621,0.922728484,1.722851563,-1.624436285,-0.791887577,0.928533726,-0.83424867,-0.382877779,0.69430691,1.019378699,0.504543267,-0.801204075,-0.600862751,-0.933304658,-0.431220468,-0.681326769,-0.600318094,0.182088871,-0.534765877,1.391556558,0.168113567,0.042004965,-2.081073173,-0.169055732,0.151023262,-0.212093312,-0.588950932,-0.877329754,0.034221297,-0.156789106,0.17816643,2.237520949,0.731471119,-0.845321588,0.507377482,1.227138357,0.193462803,0.053809906,0.056335257,0.699037252,-1.029637487,0.840774337,1.152314066,-0.965473447,-0.221601675,-0.567189297,-0.695027571,-0.54501729,0.097271791,-0.265880711,0.330368012,-0.826761522,1.503818208,0.699058815,-0.529375345,0.642034427,0.540851886,0.643850332,-0.727160271,0.124182717,1.521925968,-0.113791579,0.610305498,-0.175214801,-0.699418176,0.525144923,0.232569124,0.47633811,0.39561846,-0.872825367,-0.688990696,0.203814814,1.06467096,-0.15322962,-0.387186307,-0.755993795,1.254180371,-0.364137951,0.193801064,-0.755847888,-0.257877665,0.254805364,-0.104546319,0.228278867,-0.497123385,-0.22430354,0.146042237,-0.193900115,-0.671190982,0.100418875,-0.113653053,0.424991872,0.52655298,-0.727311546,0.382972745,-0.852366827,0.128248504,-0.592647075,-0.177847402,-0.967081985,-0.634940114,0.008641308,0.519195932,-0.558884212,0.359858557,-0.499365904,-0.395448677,-0.481651476,0.247140945,0.057452459,-0.184594494,-0.068679927,-0.009089459,-0.021517773,0.706662355,0.219244005,0.432862862,-0.133873615,0.236739884,0.121662003,0.51618488,-0.203280623,0.073527815,0.362746568,-0.110969018,0.148182656,-0.091635802,-0.03388009,0.151675733,0.457366659,-0.247998718,0.155463526,0.217205349,-0.120747292,0.083120811,-0.098593563,0.244896175,-0.016383631,0.108436017,6.77E-16,Tumor
GSM153080,-2.582684636,-0.42020214,-0.420444378,0.187483303,-3.752062204,-0.840286884,-4.081260181,-0.098296287,2.211167061,3.68858245,1.389575878,0.383892849,-0.091175867,1.620447327,-2.129724646,-0.76943479,1.560643089,-0.778672919,-0.69495993,0.404497607,1.152407185,0.902046268,0.583901465,0.347462007,1.227787589,0.95983426,0.904597495,1.037882983,-0.059199934,1.326955797,-1.498324697,-0.564281349,0.157942461,0.37941533,0.853719116,0.01229234,-0.21392637,0.904993899,-0.227426163,-0.971131751,-2.339828068,0.856552555,-1.206344292,0.350969087,-1.053268983,-0.083845558,0.619037058,0.614492865,0.569788407,-0.93918015,-1.230916527,-1.182943406,-0.309827565,0.275573903,-0.094660646,-0.427589215,-0.235168712,-0.622624114,-0.993737305,-0.008518745,1.185206237,1.720563405,0.824046634,0.965977414,0.367947644,0.464657449,-0.205958149,0.412634682,-0.219969637,-0.012011058,-0.744259116,-1.00931816,-1.188844539,-1.184729957,-1.246712719,0.105418046,-0.010369342,-1.640808668,-0.204670895,0.341028354,0.032177701,-0.612272206,-1.172809545,1.624191941,0.056526282,0.408771532,0.038036696,0.108352604,-0.47410723,0.185965497,-0.174947468,0.066085501,0.21687135,0.010446223,0.271177414,0.174176283,0.960330508,0.709105435,0.101390158,0.166807392,0.547495232,0.393206673,1.048601205,-0.9482336,-0.008703249,0.522014301,-0.187256123,0.514503955,0.764937551,1.578154245,0.493770131,0.219655051,0.172126474,-0.502214944,0.732366023,-0.807038457,-0.139864856,-0.531577074,-0.171407993,0.917162425,0.165787002,-0.625174001,-0.20149014,-0.282735213,0.357964767,0.010497315,0.59420181,-0.631802534,-0.423153945,-0.108384958,0.143554496,0.272601942,0.321356667,-0.011914551,-0.304900862,-0.419600709,0.106298844,0.018872519,0.292845968,-0.432267776,0.117179128,0.146340488,-0.304520669,0.269742979,-0.220027664,0.208108828,0.57832336,0.170162892,0.160470793,-0.194313705,0.04671862,0.148441159,-0.073485711,-0.13696804,0.13920711,0.120143246,0.210472547,0.112300319,-0.130674302,-0.098476719,-0.112351267,-0.08114659,-0.12898068,0.062843189,-9.78E-16,Tumor
GSM153081,0.578226083,10.60148526,0.874355038,0.489383465,-1.667326411,4.318608095,-1.361856568,0.912686114,1.644655192,-1.605138347,3.742614962,-0.904363159,-1.696119732,-0.217847633,-0.334271088,-1.729417785,-0.437905353,0.011046244,-0.579219097,1.188057102,-1.621997816,0.612657178,2.776256975,2.205576963,-0.491297932,-1.579536031,-0.187957826,-1.361929138,1.118160882,2.540351044,0.001776066,0.698753848,1.526724689,-2.4553389,-1.298096606,-0.615130955,-0.70009257,-0.232249677,-0.345595382,1.194678592,0.260795584,-1.69191057,-1.114499555,0.563433584,1.011330342,0.036763693,0.328780276,-0.617171893,0.695983116,0.143632241,0.340245588,0.186084631,0.138162959,-0.311872123,0.790842286,-0.197512196,-0.99755849,-0.183552718,0.534838368,0.902010775,1.290108453,-0.692566734,1.948124314,0.285220593,0.226466133,-1.115820266,0.023871279,-1.27594949,-0.793454855,0.800310038,0.526018264,-0.727507936,0.555773288,-1.039757035,1.19968766,0.575094277,-0.421100347,0.829910396,0.226499831,0.301854515,-0.707640059,0.536429724,-0.681088577,-0.842865277,-0.369562752,0.269747663,0.536501405,-0.501417591,-0.025308455,0.451546806,-1.329568225,1.071914054,-0.033025129,0.92887128,-0.723636832,-0.723959359,0.721104605,0.393585984,0.370404485,-0.568686955,0.320584035,-1.247302681,-0.55698017,0.794132069,-0.029408678,0.450981346,-0.037093192,0.041706959,0.22169338,-0.225831798,0.306718775,-0.489783039,0.312186874,-0.001174583,0.402486422,0.535115622,0.616664431,-0.257400188,0.872073654,0.39541352,-0.541772997,-0.159537477,-0.050700625,-0.089877052,0.084497918,0.48235916,0.148215301,-0.058579891,-0.050079243,0.02394622,-0.554384363,-0.199552277,-0.128637892,-0.311212361,-0.057337723,0.06608043,0.078535289,-0.166575036,-0.093806519,-0.629361024,-0.192482416,-0.131586441,-0.132101578,0.579182713,0.311575763,0.179691754,-0.143385537,0.136807098,0.090121647,0.260900747,0.30552446,0.26061198,0.064279177,0.046502838,0.187260203,0.12279587,0.326165686,0.041621264,-0.056434716,0.024052949,-0.005660943,-0.152774517,0.108920515,0.054452984,-1.87E-15,Tumor
GSM153082,4.399551985,2.587253211,0.90864244,-2.450129769,-2.367421076,0.558240634,-0.984817139,1.028107262,-1.800477213,1.766131483,-1.50150921,1.181176039,0.207772935,-0.34143237,-0.510025449,0.44997531,1.566972741,-0.52937004,2.171068862,-2.318772589,-3.442165976,1.640193683,-0.360666138,-1.021615416,-1.102035019,-0.186279021,1.062075348,0.723346176,0.483844761,-0.520451406,-1.245000855,0.006280195,-0.971168833,0.802546442,-0.11051836,-1.006014518,0.104571621,1.120921861,1.706827373,-0.48734301,-1.052240024,-1.134019083,-0.160731437,0.507097174,1.053589974,-0.151749838,1.241679569,0.504813692,-0.153131968,0.830874065,-1.193750979,0.632950137,-1.070441565,-0.753089444,0.84599231,-0.720934036,0.098671708,-0.444412026,0.949167331,-1.355212379,-0.34776394,0.122253872,-0.727774902,2.057653801,0.358196097,0.17365478,-1.905124789,1.623856775,0.957060022,-0.491292195,-1.341502216,0.057988518,-0.223175767,0.140741362,-0.314625217,0.330990261,0.554963936,0.092235666,0.165014946,-0.831566411,0.07189137,-0.870216214,1.536572341,-0.161311357,-0.222979533,-0.109347665,0.391981095,-0.167251593,-0.194249122,0.163765923,-0.571402225,-0.994449825,-0.599468947,0.307858279,0.610548569,0.785988805,0.707125753,-0.026961162,-0.148482349,-0.497487032,-0.174576158,-0.267991201,-0.598792222,0.373117065,-1.178280829,1.140084981,0.035704996,0.622834436,-0.510959563,-0.591064638,0.301927309,-0.471257203,0.039719864,-0.217872359,-0.146551425,0.278798036,-0.498686872,0.343752333,0.455162697,-0.344413997,-0.65283018,-0.101970827,-0.814235028,0.25104234,-0.299996175,-0.155620203,0.020058727,0.433302333,-0.441866956,-0.167171769,-0.161106427,-0.237695904,0.565531441,-0.655738525,-0.260179711,-0.453289422,0.717880516,0.58752634,-0.344076405,-0.182731247,-0.037988935,-0.083095989,-0.227359109,0.133782192,0.105387576,-0.525752369,0.074950996,0.284097771,-0.131115239,0.180899636,0.171781215,0.212349534,0.28546525,0.006786992,-0.08584788,-0.061906516,0.007689624,-0.039461025,0.31864146,-0.079842268,0.060146752,-0.045407855,0.08583618,-0.046829109,1.06E-15,Tumor
GSM153083,8.005806423,5.589818279,-1.598530043,-2.345926683,-2.109647585,-1.960274509,-0.229083113,-1.940235054,1.070983025,0.598738774,0.621422497,2.298033923,-0.085668705,1.402489447,1.20570789,-0.640174522,0.455355606,-0.189870383,-0.320192302,0.113516797,1.284463591,0.186723823,1.375686639,1.164870125,1.121699798,-0.910540681,-0.407101258,0.131581114,0.504331605,-0.713771174,0.104513867,1.468202273,0.32715573,1.625242362,-0.838955656,-1.009993562,1.730600346,-0.824950561,-0.50722063,-1.062040405,-0.036686519,-0.823078536,0.323435156,-1.262013638,0.506753387,-0.494674664,-0.494692549,-0.161810007,0.869854737,0.804908132,-1.327641551,-0.306419442,-0.054439415,0.216732445,0.556628506,-1.096008071,-0.037369722,0.23318485,-1.185824928,-0.65137303,-0.890789726,0.128602121,0.006808617,0.294832656,-0.333433692,-0.184966072,0.535194983,-0.330738617,-1.313845807,0.07628529,-0.228615502,-1.675036131,-0.87996126,-1.247017706,-1.232907698,-0.473252582,-0.721155691,-0.323635084,0.833502006,1.351968557,-0.233354913,0.374198179,-0.487446539,1.542020225,-1.08527003,-0.458976839,-0.722775137,0.713495583,-0.600531003,0.9966247,-0.294516712,0.710474059,0.030226974,-0.583289907,-0.287429056,0.471866922,-0.79659089,-0.244678288,0.060688871,0.650898432,-1.123159664,-0.041553763,0.842122635,0.38896917,0.780640613,0.795228566,-0.405248387,-0.174858492,-0.533295851,-1.480208408,-0.197791447,0.276421112,-0.300336382,0.198486566,-1.055507495,0.590420088,0.123143846,-0.077620414,-0.153328748,-1.010976282,0.03557253,-0.921472621,0.494269861,0.031781125,-0.4031595,0.353474071,0.150232245,0.013419726,-0.644563864,0.289587521,0.399341157,-0.227441249,-0.234051318,-0.376012259,0.413760206,-0.170940084,-0.367873719,0.482222346,-0.265904777,-0.255475687,-0.206076173,-0.04965743,0.070585732,0.177476894,-0.148375411,0.183905535,-0.139423246,-0.128630485,0.266767018,-0.095071785,0.013860362,0.102337756,0.094615576,0.037088096,-0.294540916,0.131297803,-0.106202479,-0.091249281,0.257059969,-0.018593725,0.016879128,0.261825796,0.245167661,0.041410412,1.89E-15,Tumor
GSM153084,9.2287567,0.471466821,-0.990847715,0.826690204,-0.426597811,0.040079125,-1.763238127,-0.348400145,1.076888486,1.985287922,1.115591718,0.230065044,0.322633938,0.986852381,0.503282683,-0.03329994,1.31925987,-0.264914272,0.979838653,1.55585688,-0.648629277,-0.173747965,0.85045661,1.335328384,-0.382940881,0.655270321,-1.504426978,0.504765298,-0.200782401,0.138460422,0.157053734,0.591997892,-2.008629966,-0.441279102,-1.123680129,1.831082863,1.848454242,-1.547411704,-0.868257801,0.147717216,-0.214555307,-0.601285213,0.779200338,-0.808723026,-1.029366975,0.995946746,-0.24472717,0.078702621,-1.209660116,-0.122334186,-0.660941296,1.000544376,-0.213820809,0.5774861,-0.202999399,-0.388566861,-1.374564341,-1.634906719,0.86829268,-1.078651719,0.507233789,-0.488544147,1.230180568,-0.239489229,-0.373468621,-1.018819619,-0.943022972,-0.885273018,-0.062556853,-0.457019216,-0.116652622,-0.383313549,1.273802527,-0.670601639,1.312175492,-0.408173837,-0.485947618,-0.174475888,-0.233711926,-0.580682393,0.578896751,1.861322286,-1.090834904,0.817585933,-0.164193936,-0.958102698,-1.528600803,-0.319011664,-0.819045639,-0.671638316,-0.063523721,-0.576765256,-1.105135107,0.061749543,-0.312817043,0.61838213,-1.10079346,0.554951959,-0.786986435,0.447296512,-1.282472006,0.776438217,0.035277357,-0.680825449,-0.342912071,-0.096144117,-0.298456725,0.465583321,-0.506064468,0.864102659,-0.637694769,-0.609631947,0.49924325,-0.022088395,-0.266673478,0.711332883,-0.348667672,0.20071743,0.093892757,0.317536246,-0.351940317,0.376841603,-0.437233531,-0.172041231,0.013006173,-0.259260713,-0.50445301,0.212048031,0.452633073,0.1189319,-0.084213429,0.011113889,0.307850524,-0.218521103,0.249828519,-0.545435522,-0.036860774,-0.358737775,-0.30185631,-0.042090094,0.342680189,0.153260493,0.205727618,-0.193046004,0.288935676,-0.205273951,0.199771548,0.098428079,0.013889952,-0.21665764,0.175119606,0.202622679,-0.022452133,0.296741092,0.425895846,0.040081815,-0.313561336,0.170496586,-0.009797835,-0.11458591,0.164121978,0.021551177,-0.388959541,0.008619803,-2.83E-15,Tumor
GSM153085,4.766980475,1.552650592,-0.423189658,0.591080521,-2.567386091,0.960398022,-0.478606977,-0.662025623,2.21572727,-0.354313663,-0.480145338,0.662014891,-0.526119316,1.11189205,1.871294546,-1.065606757,0.60620482,-1.912258583,1.497124294,0.048789241,1.892722072,-0.097689759,0.77961391,-0.055288966,-0.374476804,-0.214664434,-1.450145678,1.643816107,0.772485581,-0.117020518,-2.205702345,-1.6140042,1.31199224,-0.826528359,1.357360098,0.698038082,0.174979136,-0.121140585,0.538057392,0.156011502,1.285555359,-0.145288262,0.679697998,-0.755656197,0.276950013,-0.485615965,-1.671526308,-2.277441071,-1.078061697,0.279095937,1.699959983,-0.366676353,-2.210404119,-0.329196525,0.88308857,0.442758737,0.53549055,-0.803261032,0.277212065,-0.881552809,1.116004379,-0.939554606,0.023263268,-0.088854419,1.338985275,-0.003993831,-1.586196303,0.849266619,0.312128183,1.102049234,1.561535691,0.907214199,-0.979071965,-0.190280768,-0.914367112,-0.040903572,0.093392346,-0.815529905,-0.442636465,0.324945072,-0.055209161,0.42586924,-0.139362191,-0.165428159,0.41380708,0.278257817,-1.109090774,0.538647332,-1.228594308,0.345515704,0.496439544,-0.425171312,-0.654361025,-0.128461266,0.167141711,-0.404663417,-0.157929632,-0.460227897,-0.102343903,0.439683526,-0.045249741,0.151945782,-0.1741145,-0.373741209,0.502228933,0.091088089,0.394532971,-0.475388875,0.072463213,-0.19700626,0.195298846,0.492807992,-0.248130818,-0.218261281,0.220590668,-0.524344759,0.596596023,-0.419033786,0.219024608,-0.212585766,0.317132049,0.667383693,0.426003939,-0.376180483,0.24354455,-0.040709689,-0.044637003,0.452170508,-0.416854797,0.10790207,0.903837252,-0.033565757,0.414619741,0.258744279,0.253482896,0.687443892,0.771383376,0.13549637,-0.189221336,-0.089959192,0.118286934,-0.544832875,0.03803602,0.210549196,0.645441423,-0.292888348,-0.096990913,0.131033274,0.466545173,0.337260716,0.245462364,-0.103546231,0.462704473,0.146134139,0.046805245,-0.050703094,-0.027010436,-0.068955489,-0.215833479,0.156979407,-0.266190362,-0.242848749,-0.04010318,0.107328425,2.12E-15,Tumor
GSM153086,8.866723335,3.120368821,-1.286871753,-4.117047819,0.301684362,-2.069987535,0.745291217,-1.652625884,0.288871334,1.643492603,0.537261377,1.127672414,0.971231568,-0.770529542,0.283383536,1.889495664,-0.772727461,1.592842685,1.469435264,-0.767071787,-1.203639656,1.609772698,0.518709777,1.387738151,-0.464615964,-1.780156225,-1.36616306,-0.873093501,-0.404098993,-1.145046101,0.217870574,0.712560826,0.259256144,0.831307066,1.424604692,0.75669126,-1.043033993,0.97911327,-0.937678221,-0.478544225,0.584192929,0.920783725,0.541034353,1.083061306,-0.352729909,-0.944700738,-1.108738998,2.007664595,-1.190029157,0.841888829,-0.929203411,1.42610219,1.046231017,0.879585131,0.116735075,0.00430752,0.078512122,-1.094557306,2.103936879,0.654701589,-0.14851852,-0.803923752,0.857448259,-0.439987395,-1.148050302,-0.394293759,-0.69416221,0.311440979,0.633536749,-0.96707158,-0.097500809,-0.931708092,1.423373065,0.681953982,-0.471397834,0.735185734,0.57301699,0.209075228,-0.598917955,-0.20044756,-1.160037279,0.570805016,-0.327964995,-0.069947859,-0.337248564,-1.254425754,0.019754001,0.144249648,-0.021316344,-0.881506918,0.619805308,-0.078323662,0.733231292,-0.388722329,0.186044847,-0.054065882,0.065418381,-0.007753635,-0.069543853,0.714384444,0.609670328,0.237010358,-0.316581749,0.858193291,-0.32468679,0.209477201,0.377774962,-0.021881783,0.55640395,0.04852586,0.809364474,0.24723194,-0.06812578,-1.460319539,-0.578618068,0.463256676,-0.071098725,-0.745960691,-0.325022238,-0.602115793,0.791744024,-0.608356593,0.325865733,-0.640036843,0.188375959,-0.130176442,1.077987919,-0.05056564,-0.432730799,0.253361119,0.331037843,-0.478538393,-0.040146302,-0.209970879,-0.607596138,0.378631022,-0.218961028,-0.483457678,0.305059592,0.141271823,0.261603232,0.131852601,-0.01249568,0.357489736,0.118985296,0.042113569,0.007276388,0.161741222,-0.124752223,0.173635357,0.213348104,-0.118627154,-0.053563318,-0.0569368,0.270531925,-0.387140021,0.034725559,0.095271482,-0.152453978,0.186576635,-0.19121785,0.067703604,0.02128615,0.043276377,1.34E-15,Tumor
GSM153087,-5.887619736,-1.275773921,1.878558213,1.96507235,0.318650663,0.126506643,-1.248622026,-1.771745573,1.180856415,-0.635908045,-1.208217869,0.484460119,-0.188291624,-0.372448815,-1.992042601,-1.230277663,1.107614445,-0.505118127,0.736429501,-0.354798486,0.622270085,-0.945871528,-1.535475818,2.186827513,-1.186201031,-1.049730979,-1.575106889,0.708417966,-1.176048215,1.274182097,-2.302574881,0.883545695,0.653301818,0.212812931,-2.409782591,-0.95357772,-0.407210066,-1.098773373,0.584033899,-1.01620141,-0.171021159,0.344410047,-0.95429871,0.229866649,1.106114853,-0.435534784,-1.384895793,-0.23771661,0.687880131,0.756906158,-1.330405852,-0.897528095,1.700273754,-0.276483325,-1.779836635,1.337160738,1.001890777,2.123205569,-0.509002603,-0.894420311,-0.311458542,0.203397024,0.542499405,0.149372054,-1.789907425,-0.86621264,1.06945498,-0.2034374,0.163414803,0.059001626,-0.538752968,-0.270172293,1.574754681,-0.00285455,-0.537653599,0.11556253,0.571204023,-1.327120801,0.110053049,-0.425052291,-0.494251208,-0.735668177,-0.783991877,0.484967459,0.774401608,0.971057497,-0.27944274,-0.515182753,0.407041355,-1.409198166,0.512895907,-1.235986793,-0.865501749,-0.135091797,0.645520708,-1.126587463,0.709640264,0.402786104,0.285022616,-0.44274788,0.039689885,0.371007952,-0.059555064,-0.220501758,0.714659521,-0.992271246,0.261954523,0.018354046,0.055333131,-0.34136872,0.219422448,-0.220721082,0.387166477,-0.172544905,0.083198162,0.914116956,-0.197420138,-0.017763965,-0.388173345,-0.595089226,-0.37903584,0.403969899,0.078335425,0.338903523,0.806881893,0.570159316,-0.106916133,0.833861743,0.023097,0.231362722,0.285807747,-0.30682111,-0.032596747,-0.138997936,-0.18881813,-0.141587432,0.424202179,0.243685256,0.059019972,-0.096626758,-0.246811504,0.402323491,0.01175194,-0.204485021,0.288946104,-0.041121775,-0.093144672,0.40492816,0.264021315,-0.270660557,-0.00837922,0.204943305,-0.018416702,0.206849898,-0.052341421,0.208282811,0.086685481,-0.078111286,-0.028047902,0.221324306,-0.134011248,-0.054595268,0.12195617,-0.162210639,-2.17E-15,Tumor
GSM153088,-5.194115481,5.335796055,1.4911408,-0.986697707,4.057375087,1.773376362,2.293129221,-0.884731823,1.694125494,-1.329603105,-1.827487205,-0.749660504,-1.450543037,-0.674257574,0.844633748,0.935662844,-0.89415364,-2.06361978,-0.32310095,0.044032431,-0.972772997,0.449812952,-0.022944198,-1.21326155,-0.926841949,0.112407498,-0.093636356,-1.244515331,-0.000808058,-0.171031245,-1.385223353,0.305603433,-0.998409942,1.224251073,-0.295047954,-0.646530757,-1.874561336,1.392625358,-0.665507422,0.238848277,0.734825385,1.07093634,0.42411983,-0.415483394,-2.193475925,0.227566015,-0.452124179,-0.386983015,0.704326791,0.345306482,0.568798887,0.349393623,-0.226551156,-1.508345795,-0.562206779,-1.154476543,0.494267562,0.131932936,-0.135617108,-0.212956777,0.812797804,0.100779142,0.038483363,0.117722712,-0.328228896,1.368618516,-0.030517051,0.928675382,-0.395460588,-0.539586787,-0.065978855,0.255795799,0.050383189,-0.333407082,-0.204225779,0.535910792,-0.597362636,0.348785563,-0.644031985,-0.278214102,1.000276704,-0.183839242,-0.834752626,-0.183780152,0.742044046,0.060527963,0.502365825,0.424547391,-0.165681353,-0.299689495,-0.408256454,0.09745018,-0.275372925,-0.214705427,0.063697319,-0.694289766,0.24753855,-0.210506963,-0.129060242,-0.355396101,-0.192749941,-0.218377282,1.053754096,-0.784681205,0.072475259,0.181494361,0.090728153,0.328659046,0.017082069,0.5320956,-0.70121544,-1.669325148,0.293256005,0.044107027,-0.522824088,0.621815478,1.044205043,0.034650059,-0.644927072,-0.545158232,0.158147145,-0.845762569,0.383455533,-0.101825037,-0.24270507,-0.203243757,-0.206605255,0.173219723,-0.791283124,0.775325601,-0.429629692,0.097684822,0.1478331,-0.961872793,0.383198563,-0.429032082,0.205099624,-0.192983785,0.032559873,0.627788086,-0.243768337,-0.678977363,0.26190402,0.097202815,0.062782382,0.067178199,-0.304128825,0.041405123,-0.03459688,0.108089758,0.063328892,-0.269851476,-0.315021637,-0.334509517,-0.170128616,0.12151501,0.137508793,-0.023215309,-0.502731075,-0.038831809,0.17289725,-0.27813009,-0.200891519,-0.102378298,-3.52E-15,Tumor
GSM153089,-0.26488891,-4.319610677,-1.355929734,0.84049417,-3.151916652,-0.523411139,-0.633963978,0.211237149,-0.312488062,2.146529439,-2.31383162,-0.671906294,-1.933277112,3.348012452,-4.600295688,-2.684613642,1.302675886,0.554435421,3.861228829,-0.605789371,1.434940061,-0.971468917,1.638729926,-1.052863887,-2.224989984,1.845634528,0.170537722,-1.822128825,-0.986685559,0.353177065,1.574475022,0.819831885,1.393239533,-0.058096289,1.488868407,2.770336933,1.381729939,-0.025038787,-1.907825007,-0.252340311,-0.79231549,0.181915426,1.159420074,0.146163114,-0.658509963,-1.408332182,0.490048063,0.98353398,-0.739923332,0.003031568,0.370360423,1.032860172,-0.247414896,-0.358388229,-0.862492964,2.091123392,0.196507531,0.136553825,-1.594768726,-0.21534076,-1.288691944,-0.567218617,1.628259588,-0.341744546,0.982952758,2.277547951,0.722794082,0.497479889,1.083943916,0.24856938,1.535612919,-1.753809407,1.064881109,-0.676630658,-1.329767809,0.369157892,-0.032476245,0.237026901,0.553154782,-0.946096165,-0.212424998,0.871187952,0.477515136,0.198493192,0.446567373,-0.459221578,0.515004263,0.640356635,0.226124551,-0.365421634,0.047156045,-0.500276292,0.350073552,-0.091519669,-0.160958364,-0.444007144,0.307338837,-0.496214722,0.064005537,-0.360162521,-0.069908814,-0.501526754,-0.017105044,-0.266347486,-0.915788937,0.556253867,-0.192584816,-0.266963712,0.196172538,-0.53710116,-0.1258093,-0.281745703,0.277389309,-0.266119134,0.135781756,0.011981188,0.490186128,0.464816559,0.265289407,-0.026994417,-0.217769526,0.022894453,-0.345159404,-0.23352032,-0.292213736,0.309714708,-0.459632952,0.111106082,0.305783597,-0.207372257,0.032906706,0.010648742,-0.37103009,-0.019079375,-0.21514108,-0.096912002,-0.370753577,-0.016181665,-0.033571386,-0.024347024,-0.053306605,-0.002437786,-0.026768163,-0.026582626,0.275809571,0.161397884,-0.299134131,0.029435675,0.146117285,0.060978854,-0.203562569,0.036684793,0.076274155,-0.327945653,-0.179873408,0.209693328,-0.034538839,-0.211308328,-0.002476005,-0.078082756,0.070070741,-0.153881414,0.022376746,0.150515191,9.49E-16,Tumor
GSM153090,-5.316569759,2.497988146,1.367480387,0.650601512,-0.153989057,2.257667141,2.052929786,-0.207289622,0.853900404,-0.654080013,-1.203732977,-1.091143777,0.021263416,-1.059382797,0.807171159,-0.678578358,0.852121819,-1.940174003,1.058125418,0.839063623,-0.815624929,0.327271886,-0.626539744,1.067239065,-0.634711888,2.183569015,1.233558504,-0.776172073,-0.973209404,0.894031272,-0.17779208,-1.40533156,-0.549126816,-0.167684972,-0.13392568,0.023172002,-1.504633834,1.236207199,0.919823261,-0.462849814,0.500058867,-0.360429766,0.578502518,1.463773932,1.0941346,0.652432998,-0.244110047,1.629516121,0.70551844,0.507249024,0.408298056,1.030128156,-0.277977868,0.548932851,0.477235051,-0.82400551,0.597425139,0.510472629,-0.064335497,0.663323196,-0.042589967,-0.792718185,1.056996568,-0.931381584,0.116366911,0.154805109,-0.997046106,-1.034521457,0.335692117,-0.395546011,0.74829924,-0.796081721,-0.050528048,-0.17176299,0.536942356,-0.901965457,0.698645649,0.080735694,0.810795894,0.726587429,0.586943067,-0.651845897,0.047440792,-0.296048653,-0.229123502,-0.902401301,-0.880842052,0.333165861,0.355290474,0.022544898,0.511446657,-0.101566566,-0.418845857,0.615459124,-0.730101212,0.460529915,-0.524861561,-0.605717997,0.103881454,-0.283670031,-0.885566211,0.993637047,0.252521737,-0.519513363,-0.403225854,0.463036528,0.083784871,-0.343748374,-0.990824755,-0.173315618,0.018459619,-0.332520859,-0.371148426,-0.426867654,0.499971616,-1.256989973,0.294900081,-0.355265804,-0.192421562,0.033518877,0.134109744,0.308904848,1.022175554,0.428287769,0.470664439,0.071619739,-0.548243949,-0.503149794,-0.238498384,0.334724932,-0.073301977,0.158615989,-0.515504836,-0.179886299,0.208129291,-0.146354267,-0.09949035,0.202642967,-0.131652003,0.434147531,0.470525491,0.630336919,-0.286455013,-0.05309561,0.134410429,-0.144104713,0.409505244,0.504939234,-0.077988739,-0.255011951,-0.090336517,0.633397503,-0.319319285,-0.241189393,-0.197343072,-0.18560927,0.625174677,0.013402967,0.15642327,0.457360025,-0.013401498,-0.03023402,0.215315236,0.071840159,-2.53E-15,Tumor
