,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79,PC80,PC81,PC82,PC83,PC84,PC85,PC86,PC87,PC88,PC89,PC90,PC91,PC92,PC93,PC94,PC95,PC96,PC97,PC98,PC99,PC100,PC101,PC102,PC103,PC104,PC105,PC106,PC107,PC108,PC109,PC110,PC111,PC112,PC113,PC114,PC115,PC116,PC117,PC118,PC119,PC120,PC121,PC122,PC123,PC124,PC125,PC126,PC127,PC128,PC129,PC130,PC131,PC132,PC133,PC134,PC135,PC136,PC137,PC138,PC139,PC140,PC141,PC142,PC143,PC144,PC145,PC146,PC147,PC148,PC149,PC150,PC151,PC152,PC153,PC154,PC155,PC156,PC157,PC158,PC159,PC160,PC161,PC162,PC163,PC164,PC165,PC166,PC167,PC168,PC169,PC170,PC171,Class
GSM152865,33.0671708,-7.402301397,-2.499497276,3.670690703,-5.962237595,-4.557775201,-13.67276103,-2.94467265,-1.36936587,-0.755126218,-2.652950515,1.893656614,-2.997247823,-1.85122538,-1.07530331,0.140899875,-0.543743475,0.404461244,0.618514146,0.779455404,-0.892741759,0.576087319,-3.022280016,-0.157210993,0.379977923,0.310433138,1.371923732,-0.532565946,0.56447677,-0.328467296,-1.324094714,1.34252886,0.51144744,2.725453423,3.684556287,-1.02140021,0.365875992,-0.799151062,-1.097437644,0.157565782,-0.614822782,-0.41626516,0.102040297,-0.041352184,-0.797067318,-0.754066245,3.228035673,0.942076693,-1.869036146,1.210643197,0.427853283,-1.191718825,1.200791649,-0.834763735,2.16197801,0.573827735,-0.911383248,-1.37588409,-2.541025725,-1.725022402,-0.384503316,0.290430711,-1.126514655,0.751322267,2.0669643,0.06927194,1.503950743,0.382496842,-0.353877542,0.602153845,0.796885231,-1.424821691,-2.362697605,1.082997973,-0.886924961,0.133271561,0.972145352,0.413227996,1.250671023,0.417366795,-0.721397732,0.30187056,1.695380231,-1.261349679,-1.330853886,-0.684447245,-1.424090318,-0.32516681,0.54776954,0.46275528,-0.678225496,-1.709734567,1.478058881,-0.038225214,-1.241294433,-0.893977784,0.486094311,1.537056938,0.938401189,-0.644668066,0.485363666,-0.1725229,0.167976189,0.282428498,1.024866678,-1.261402806,0.243317725,2.433091361,-0.619894414,-0.027350313,0.292860194,-0.91657829,-0.826105541,-1.378201873,1.224611334,0.588095375,-2.533067685,-0.438792241,-1.13586031,2.283083861,-1.077155363,0.305653165,-2.264132621,-0.378394236,0.703929579,0.908889494,-1.225794006,-0.917488008,0.167727511,2.290194588,1.87278118,0.878345538,-1.364164432,-0.511644932,0.739960687,-0.352976805,-0.090952943,0.615576305,0.380381991,1.332697306,-1.795442539,0.886071898,-1.254397663,1.035752957,0.637763427,0.237551726,0.786160873,0.329734958,1.548489575,-0.649087794,1.530734315,-0.194768846,-0.214802856,0.917145278,0.398092012,0.673119782,0.195877647,-0.398329903,-0.167864571,0.286013347,0.101884553,0.86352003,0.244123461,-0.099393515,-0.448997994,-0.911548325,0.29641531,0.551306017,-0.353308147,0.059963362,-7.75E-15,Tumor
GSM152866,36.94623345,-10.3756869,-5.598980854,4.44561478,15.27759294,3.954491003,-0.291300594,0.93210505,-2.396956126,-0.916769403,-2.891070539,0.029444688,-0.201786162,-0.024639835,-0.35806852,2.135998797,1.175248131,-4.084688721,-1.069186042,4.387517481,-4.365868725,-3.72413219,3.386830672,5.816026573,-1.411015924,-1.042883698,1.314432369,-0.140274897,-4.371632604,1.075875964,0.580725153,1.738162953,1.677318191,6.965239535,6.513196352,1.547616828,3.956406602,0.750488335,-6.434510749,1.248109483,2.037244501,-3.099475501,-4.910475256,0.65582692,3.16146452,-3.191453025,0.193852304,1.50203419,1.310945585,0.744068756,1.229612665,1.509876895,1.582000095,-0.349895056,-0.983490197,-0.96278681,1.452447847,2.071071108,-4.405009688,0.04128729,0.556187755,-0.22327675,-0.441771333,-0.590136662,-4.057954251,-0.40034109,-0.137973987,-1.525683866,0.197772715,-0.578249658,-2.678849348,1.395274638,1.423242204,-0.104294947,1.011614824,0.200481506,-0.136591815,-1.400610573,0.245714532,-1.659676767,0.908903543,0.364260593,-0.585808215,-1.094992497,1.142222574,0.259732363,0.031325849,0.285321628,0.763625605,0.207754825,-0.652564917,0.59527181,-0.270297956,-1.20619108,-0.902184089,-0.948607724,0.361062304,-0.519513783,-0.422457664,0.402735941,-0.864704833,-0.663359656,0.81348961,-0.572018225,-1.260096451,-0.601386164,-0.124192434,-0.1663649,0.304503277,0.016295336,-0.371745361,0.850864606,0.671920099,-0.541787441,-0.219271073,0.230358775,-0.678636952,-0.470933952,0.619737751,-0.874039814,-0.080201958,-0.428256627,0.420106113,-0.660622969,-0.63091967,0.352857561,0.048651063,0.039928666,-0.060204817,-0.13989188,-0.706592209,0.176370649,0.12969188,-0.114779206,0.747870927,0.521721592,-0.425093011,-0.454612871,-0.239238452,0.048702197,-0.347856906,-0.08961241,-0.38811495,-0.315090849,-0.075940815,-0.330212095,0.049866473,0.493578059,0.101470609,-0.078049724,-0.332731233,-0.036947169,0.241198701,-0.054689442,-0.490580978,-0.109616146,0.354180487,-0.031111023,-0.289219727,0.07537186,0.04721644,-0.114568583,0.015880051,0.040810999,0.327419714,0.064695488,-0.02319901,0.137205616,-0.104440409,-0.055142985,-4.08E-15,Tumor
GSM152867,32.71197702,-4.452492657,-10.94008486,5.965637039,-13.70845378,-3.624251069,-13.73243299,-1.025310225,2.080386186,-3.119289568,-1.324985276,1.692287752,-2.429824792,-2.270964924,-0.557423578,1.513819725,-0.856380216,1.163150229,-0.196782441,0.692378421,0.05952606,2.052746545,-2.055503169,-0.702861854,1.064665468,0.676136264,-1.269032898,-1.812961708,0.261598824,-1.01237143,-2.156692309,4.095710584,1.399471026,2.480853271,1.287205718,-0.599991651,-0.919552671,-0.381481808,-0.010676674,1.603249501,-1.365070294,0.073058954,-0.944276347,0.591747601,0.166734883,0.804943138,4.235576904,1.681465919,-1.132629418,1.62722591,1.542421692,-0.586128167,0.41975847,-1.538972666,3.304159852,3.743607253,-0.854950398,-0.43898506,-1.021692044,-0.842013807,-1.230916139,-2.646156339,-0.053590099,0.568333179,1.221819604,-0.037683497,-0.051375564,0.065945237,-0.12735321,-1.458369744,1.107882251,-0.943009498,0.669219943,1.110905604,2.070597038,-0.024750978,-0.742819029,0.938678103,0.601128875,-0.172703636,-0.036079878,-1.246570859,1.766515742,-0.883657979,0.568689488,-0.991133904,-0.189956628,0.389812236,1.8003723,-1.465529333,1.238353493,0.674747158,0.052267392,0.49677137,-0.416821889,0.337118443,-1.223784703,0.471146935,1.746411443,0.438462361,1.303213894,0.294138632,-1.876798163,-1.403743132,0.360154489,1.024001841,-0.498446603,0.010916196,0.642099658,-1.584852444,-0.777032645,1.100124088,0.251540555,0.380340298,0.185328433,0.143620546,1.174461287,0.888002784,1.712950289,-0.955694558,-0.784057937,-1.061412861,0.175466053,-1.215343201,-0.60044631,-0.69805198,1.598616863,-0.201448604,0.00228795,-0.353303319,-0.069688161,-1.549855325,2.864825258,0.308003917,-0.901397688,-0.672284595,0.973026871,-1.108325578,-0.562679085,-1.596136564,0.704576925,0.866115618,0.777316629,-0.975154413,-0.580452991,0.639869261,-0.414445025,-0.28565985,-0.719664067,0.107047552,-1.545623064,-0.59047713,0.896401035,-0.614662037,-0.871111362,0.436221246,-0.531569593,1.03723478,0.723594666,-0.504975765,0.045198049,-0.630694639,-0.41708534,-0.485213994,0.263986562,0.204989522,-0.104051444,-0.195888529,-0.145747803,-0.050754263,-7.99E-15,Tumor
GSM152868,33.72479908,-1.770502063,-10.45140074,5.513783266,-16.44420491,-4.208182865,-14.962311,-0.722389876,1.863590247,-5.18363595,-3.681671231,-0.242448889,-1.07416632,-0.079487296,-0.75779022,1.641868796,5.019061481,0.721269029,-3.382582713,2.615710647,3.17182953,-2.430895752,7.455442314,1.232642657,-4.58154429,0.115500229,-2.477601775,4.420537709,-1.078310754,-0.201556258,2.371440732,1.799814954,-5.04102938,-1.296342669,-1.32865719,4.781094491,4.661208605,-1.564219789,4.275369447,-0.730126462,3.141329483,0.086981312,2.482105216,-2.496212381,-0.268693469,1.015968163,1.248648637,-2.616400514,4.123222145,-1.000937045,-2.1067716,-3.833234647,0.34747437,-1.15070948,-2.856940996,1.558761063,3.198711305,1.879239496,0.810443769,-0.393164786,-2.494095911,1.747169042,1.814502129,0.505048146,-1.389706601,0.302197665,-0.125221657,0.69235379,0.099143519,-2.108607069,0.581612637,-0.038325491,-0.546455121,-0.960800024,-0.601560646,0.184312368,1.019651818,-0.933627788,-0.983299617,-1.899121057,0.146783055,-0.84924311,-0.895592255,-0.906973036,0.675074312,-0.395705504,-0.583535509,0.82243223,0.108075104,-0.293922925,1.033563764,-0.773364919,0.564477319,-0.381680795,1.467650617,-0.42980918,0.29057993,-0.429892216,-1.192112235,-1.162029081,-1.313482144,-0.701594045,1.709853375,-0.818852929,0.200721287,-0.597234429,0.393608081,-0.389179781,-0.073828508,0.002741153,0.373197988,-0.059928195,-0.350347716,-0.250322348,-0.325392042,-0.800574214,1.253439214,0.803389949,-0.299233199,-0.274391126,-0.398475502,0.825938154,-0.007259544,0.079292037,-0.304710235,-0.236710342,-0.144007727,0.520826121,-0.203475738,0.314426561,0.145789518,0.187088171,0.155862345,-0.223430977,0.210951928,-0.154556407,0.414478007,0.299305737,-0.083802937,-0.4941472,-0.171210405,0.197389852,-0.493457463,-0.135069636,-0.06928446,0.131423951,-0.089169343,-0.014500914,0.391451361,0.027056841,0.540637604,-0.16611101,-0.221262709,0.125045115,0.416563266,-0.127368501,0.379012172,0.103081584,-0.067670673,-0.093747841,-0.000985253,0.461896153,-0.099744592,0.200858597,-0.256276942,0.16818591,0.088570985,0.045429352,-0.064925391,0.129037012,-2.67E-15,Tumor
GSM152869,30.16683036,-0.425447886,-6.562853403,1.773220083,-11.08723825,-5.26760586,-13.42453475,-2.694124278,0.317008403,-5.815220734,-0.627392524,2.926045032,-2.761328199,-4.4009296,-1.927879661,2.646768512,-0.77759344,-0.860175449,2.303952913,0.392543203,-0.470684301,-0.826164837,1.704634544,-0.187021683,-0.836159661,0.284053474,0.0381391,1.446983159,-2.181360393,-0.660483636,-0.203203322,-2.275151046,0.474877669,-0.240662858,-1.891069565,-0.487491344,0.243116301,1.404982691,-2.699035976,-2.297545842,0.134299659,0.103423375,1.269820196,-0.089889311,-0.198879532,1.222912192,-0.706959247,0.202321926,1.646843591,-0.469361544,-0.422267899,0.957372757,-1.913991303,3.256797427,-1.271053851,-2.838748994,-0.164053739,1.02459579,2.288425009,0.986716245,0.263916554,-1.007871571,2.813125748,0.725590967,0.289922073,-0.778369785,-0.122856991,-1.902774443,0.572858449,-0.662291428,-0.720572937,0.79206365,1.591709886,0.384707076,-0.329788065,-0.662147311,0.384195407,-0.133571965,0.630021992,1.02071834,-1.061104759,1.15650062,-1.139536651,-0.347021091,-2.500864301,-0.53728607,0.354409267,-0.945623736,-1.937926059,1.14652011,0.808042456,2.371946166,-0.089626889,-3.70877051,-3.031633356,1.086924964,0.098038561,-0.5227228,1.792919774,1.423619493,0.603332083,2.297939242,-0.2322115,0.81624688,-0.823640929,0.998885572,-0.375052702,0.469274731,-0.503639293,-0.567258546,-0.232373484,0.865832733,0.810428519,0.629353309,2.245339106,0.92557616,-1.500030345,-0.919654488,0.265208025,2.338656505,0.892172591,0.495981536,0.052800246,0.365985008,0.902882594,0.086739909,-0.014295378,-0.169255541,-0.423779174,-2.380751901,-0.069738687,-1.440057845,-1.10881302,0.257345747,-0.60318407,-1.231527041,-1.069552149,-0.158136554,0.709060735,1.22578399,0.309511153,-1.120688809,1.215035758,-0.205024753,-0.504606137,-0.429632474,0.069350631,0.712269652,-0.014237993,-0.804928925,-0.732281137,0.977100332,-0.217092743,0.800206479,-0.617603322,-0.484384635,-0.177715107,-0.304147222,0.303456019,0.265008198,0.430465391,-0.332204524,0.240409967,0.140244195,0.051069302,0.272369826,-0.198551362,-0.501267062,-0.107282832,-0.302326377,-8.31E-15,Tumor
GSM152870,28.20120029,-8.427048822,13.72649788,-9.010757706,-9.569758718,8.315182135,5.992249322,6.522123025,-4.053196536,-2.796219899,-1.260157204,-0.772169586,1.064520834,-0.978281386,-2.557194839,1.910854312,-1.291404684,-1.772087772,1.051263667,2.993631057,2.400730023,1.460453282,0.771584711,-1.109694424,2.317493975,-1.527418783,-6.191635459,0.382295254,-0.543551853,-0.624907818,-4.021840316,-0.756932615,-0.861492047,1.164719343,-1.27692748,-3.57670125,1.466858668,3.888455129,-2.994165241,-1.674538425,1.371238322,2.064036589,2.174983157,0.178609081,0.660631659,0.381544943,5.198722559,4.037827354,1.981576358,-2.164375718,-2.691943448,-0.529413809,-4.263856909,0.128576038,0.988308263,-5.443354568,-0.986639763,-2.448599324,-1.39907044,-1.785171199,0.59304142,-2.993040908,1.564667872,1.920637762,-0.969853749,-1.031159658,0.016379277,2.425071696,1.607342663,-1.460670224,-1.442096699,0.084238022,0.955888248,0.721274582,-1.121840436,1.221226918,-0.294911941,1.488997181,0.684731943,-1.054889994,-0.18233978,-0.044299434,0.671560265,-0.994700877,0.242924762,-0.599689264,-1.391919214,0.113255924,-2.026247219,-0.46613023,0.284275771,0.299592919,0.63942365,2.435630957,2.818945176,-2.266214776,-0.589084339,0.780983997,-0.679471428,-0.097232816,-1.074155139,1.051501681,0.872166996,0.592227188,-0.237880845,-0.001804952,0.947389719,0.219900062,-0.061943627,0.847032243,0.050960014,-0.979240203,0.865868241,-0.38072948,-0.60079947,1.047227425,0.462400666,-0.437599063,-0.674119446,-1.213905823,-0.08730528,-0.009386489,0.980354686,0.004077963,0.029466924,0.501704631,-0.2972777,0.269929675,-0.506847041,0.53750077,-0.215006161,0.084224787,-0.128767017,0.413497758,-0.276978303,-0.255588986,0.112927151,-0.317127198,-0.415030701,-0.015947573,-0.244582593,0.361593571,0.130970133,-0.621779215,0.421196389,0.124485308,-0.307579356,0.210720053,0.05981926,0.250298352,-0.102216237,0.268715426,-0.020724731,-0.02858046,-0.021720035,0.144926112,0.26149595,0.120286238,-0.08816063,0.233785145,0.165773943,-0.116937185,-0.040830125,-0.006537293,-0.041138452,-0.137339494,0.330087502,-0.104851082,0.245858688,-0.039466854,-6.31E-15,Tumor
GSM152871,27.1175452,-7.286985088,7.446287901,-4.438915083,-12.53012106,10.33232262,6.748082689,4.055908907,-2.234377181,-0.338198369,-2.301492532,-2.862851749,0.005086176,-0.039433532,0.400468072,-4.276834298,-1.003887003,4.227131404,2.545950174,-1.875422906,3.713583225,0.301817321,-0.189039239,-2.133015799,-1.53094643,4.785330303,5.967936067,7.255982792,1.346824989,3.949364037,2.03765703,4.984288844,0.311657071,4.530918603,-1.001669152,-0.407233233,-0.925665674,1.329252207,0.048267708,2.078741855,1.247739476,1.092354905,1.373065451,-0.47617096,2.313527427,1.32209646,1.85095932,2.133702129,-1.68245124,-0.520027976,4.178787565,-0.21230314,-1.61541421,0.091746282,-1.748176957,-0.930097334,-1.077038878,-0.206558274,1.421105854,0.004944693,1.318370918,-0.806348603,0.522352338,2.565236516,-0.067309881,1.650086586,-1.119272386,1.684167074,0.441182239,-1.414255761,0.120623001,0.848226735,0.709272593,1.082053399,-0.780376386,0.036492704,1.378887237,-2.06634311,0.79968895,0.329077424,0.108952661,0.310010037,-2.08742586,0.253283054,0.952933816,1.157022966,1.857756601,-2.485157769,1.077253044,1.813165585,-0.863298356,-0.046562394,-1.769667253,-0.510169941,-1.903071271,1.369208998,0.626443688,-0.466890825,-0.839272591,0.653044222,1.318015733,-0.207453927,-0.721565199,-0.124092268,-1.83608707,-0.780859156,0.091431399,-0.738762662,-0.812497345,-0.757285169,0.524547328,-0.640301336,-0.389429758,0.692359136,0.244504284,-2.447270604,0.103109275,0.141498801,-0.443633819,0.979069216,0.054164871,-0.334948791,0.32971009,0.365442719,-0.738025089,-0.602898003,-0.298073201,-0.050626134,-0.310831772,1.001589832,0.680783404,-0.392862422,0.859051358,-0.133445935,0.600907414,1.505803666,0.140990469,0.714084686,-0.1145124,-0.104303752,-0.343412883,-0.049109056,-0.836474532,0.829052591,-0.542421933,0.528217053,-0.328322245,0.144497965,-0.140890734,-0.110076886,0.065977002,-0.405664124,0.695324561,0.025497338,-0.027744643,-0.215568153,-0.231320914,0.329647019,-0.636247834,-0.402845568,-0.000619728,-0.133038712,0.208733583,0.175814188,0.137224339,0.222197451,-0.081221287,0.483985299,-0.546004998,0.174779124,-1.03E-14,Tumor
GSM152872,37.88092785,-18.46737003,15.56368695,-2.279609029,-13.83167448,10.57771717,8.054335701,6.732418355,-3.395095574,3.915595575,-0.026390199,-2.466262796,0.849715946,0.064995156,-1.51935565,-1.84412016,-0.791723504,-1.661186451,0.9170654,1.602885071,0.51762915,-0.141613717,2.536359968,0.930860912,-5.199497214,-2.303533963,-4.191958342,0.096191949,0.849436008,-1.707258337,2.896537073,3.899128932,3.746803674,-0.079767124,0.056817001,1.115603606,1.994804758,-0.792405825,4.516673756,-0.506258042,-5.686494345,-3.00175719,3.954869503,0.693907808,-2.652232262,-1.432435607,-0.793179966,-1.76528584,-2.76575198,-0.356063551,-1.795692028,1.094247099,1.988281253,1.449856353,4.03062042,-3.722858838,0.573646545,2.281384868,-1.093783095,0.808492219,-0.696533433,4.146481755,-0.15295028,-0.479362685,-0.781685963,0.546542628,-0.124948574,-2.466085613,-0.217412893,1.608389503,-1.116911483,0.408836786,1.725011536,-0.289029055,-1.26340491,0.603786566,-2.107468075,0.003748278,-0.66681748,-0.181739221,1.682490461,0.339919786,-0.922585211,1.122250205,-0.33857847,0.248468009,0.216027001,-0.598085599,-0.652000212,-0.924367654,0.549897832,-1.306186297,-0.023388932,0.08184536,-1.550049515,0.46278345,-0.155884476,0.216318488,1.16304187,0.893036773,0.452568184,-1.490086039,0.000214881,-0.444683262,1.175630183,0.25453007,0.232155394,0.15253101,-0.479704375,0.202094967,-0.747230139,1.531626499,-0.316223129,0.253680483,0.167495432,0.487992323,-0.548218948,0.190803674,1.351941337,-0.712327385,0.130558933,-0.535328155,-1.293649955,-0.539041427,0.588901577,0.823975644,0.372882106,-0.21763793,0.834770083,-0.307427281,0.855234086,-0.185626832,-0.189859424,0.070636771,-0.659656482,-0.17811869,0.146632313,-0.346666147,0.517438135,0.422712926,0.401297883,1.038336854,-0.236517728,0.312412916,0.128539782,-0.362791361,0.029402687,0.167392887,0.004321234,0.081733698,-0.399083706,-0.482805938,0.152022803,-0.061119301,-0.004097129,0.414435758,-0.158640845,-0.241692349,0.242206909,-0.234656042,0.238940249,-0.166313811,-0.082470924,0.012921448,0.182760202,0.124200626,-0.07430587,-0.217674136,-0.076661646,0.020318637,-5.60E-15,Tumor
GSM152873,30.99399739,-4.127163877,-10.34026213,3.526123099,8.260899701,4.29790117,3.329766278,2.142403671,-0.672109928,-1.555868378,-3.429271128,0.934810014,-0.999356416,0.450425108,0.305561593,0.975258842,-0.303154789,-0.926378938,0.318285477,-0.087902478,-1.149949289,-0.277464826,-0.609830532,1.859666321,1.622783839,-1.338452634,2.347551875,0.900860822,0.00246935,-1.480071723,1.41646298,-0.961408091,-1.990271034,-0.423287348,-0.063663867,-0.326798457,-0.46669048,1.3987342,0.758676502,0.213692533,1.637207627,1.001935119,-0.673804231,1.6150964,0.314021983,-0.009961305,0.352817382,-0.248269045,1.788567224,-2.385915875,0.055899829,-3.340525709,-0.87367325,1.400609939,0.337748703,-0.450183817,0.440353559,-0.532460329,0.108908994,0.66768597,-0.402932103,0.823516274,2.399561297,0.492174111,2.127487759,2.663804061,-2.522126011,-2.025627947,-1.22601165,0.928336725,-1.320882926,1.53462943,-3.276297284,0.804179261,3.459231124,2.164818214,1.627742068,1.495096256,0.443936055,0.256943489,1.309571309,-0.575430869,-0.362355543,2.786386655,-0.539104059,-1.264889318,-1.050662195,-0.680696642,-0.218179873,0.454329384,2.221421646,0.493270467,1.198604049,2.824185718,-2.534764844,-0.17927932,-1.053627784,0.570931155,-1.870745179,-0.532936704,3.91255617,-0.93340818,-1.359968462,0.724189243,1.116323924,-2.386022068,-1.098703257,-1.760850643,-0.363193417,-1.03939959,0.876158377,-0.095550597,-0.030931788,2.277954855,-0.842443701,1.93783204,-0.779119283,0.212816989,0.059869336,-0.292501989,-0.426963824,-0.151552086,0.523612027,0.583021028,0.244886932,1.757014565,-0.642329388,2.549417881,-0.180782599,-0.131110756,0.861430325,0.39514073,-0.292464256,-0.116051512,-0.003588767,-0.047938588,0.020629073,-1.046750474,-0.233625817,0.527399587,0.773748534,-0.158213392,0.347123464,-0.046336644,-0.368340469,-0.333264112,0.005140592,0.116328898,0.567422606,0.34674598,-0.032192913,-0.899546657,-0.913375271,-0.842113098,0.369835783,0.224703046,-0.166936976,0.443145411,-0.524520284,-0.014860385,0.478757969,-0.11594659,-0.489803359,-0.131613505,-0.021201359,-0.639277382,-0.220333961,-0.493437322,0.07629053,0.137904009,-4.44E-15,Tumor
GSM152874,33.04750335,-6.105265385,-12.79003735,4.363634684,9.526855686,4.630946828,4.409591243,2.623383413,0.389982382,0.808328124,-1.598121587,1.235643124,-0.103510867,-1.495259673,1.286272323,1.435071994,-1.629823817,-0.937404747,2.655148655,-0.41137055,-1.190658386,0.67983373,-2.719544656,0.710764137,2.148669345,1.28830946,2.25302564,0.31405055,-0.609404822,-1.777563756,-0.318212752,-0.895788917,1.089942938,-1.797133186,1.354144609,-0.89206839,-2.556385452,4.042583333,-2.907561238,1.268622395,-0.096698094,-1.733144537,0.238763791,-0.573013412,-1.548594529,2.143307886,0.152296626,2.16808676,-2.350399854,-2.908242058,1.106392452,-4.817246771,1.910951905,1.033757219,-3.624350476,2.167507946,-0.632282696,2.513463615,4.001656157,1.471429586,-2.076593221,2.332354344,-0.525856096,3.391283562,-0.024808374,-0.340301637,-1.667351043,-1.477222991,-1.053433816,1.300421634,-2.163456713,0.501678698,3.128972232,-0.195909706,-3.530353017,-0.619884842,1.270923122,0.47934858,-2.131676666,-1.926226531,-2.144012663,0.240850269,-0.809265733,-0.433757919,-1.541225937,2.207019132,0.666488855,2.149135464,-1.312976245,-0.670008699,-0.39579908,0.303625876,1.898674965,1.151898022,2.859794772,-0.621906134,0.128451329,1.064292691,1.175650246,1.480187152,0.424149096,0.192886629,1.319985181,-0.355399115,1.713270134,0.089045851,0.219808834,0.842022179,0.184345737,-0.071513139,0.758724338,0.387205025,-0.753087634,-0.541410356,0.342470851,-1.149789003,-0.40966464,1.620093376,0.03671346,-0.055171904,0.343588884,0.227284663,-0.066471922,0.141238332,-0.008600817,-0.007434038,0.04755517,-0.171876503,0.639292891,0.800966007,0.145800894,-1.336647917,0.694126755,-0.343076276,-0.521658187,-0.513568852,0.831803554,-0.139965861,0.211387526,-0.023681315,0.475905049,0.765350581,-0.185583327,0.246826508,1.038919433,-0.020531336,-0.193383374,-0.049022386,-0.403435045,0.07986675,0.433528966,-0.07300653,0.421186447,0.261437655,-0.206953838,0.535319336,0.529134418,0.182348094,0.60660248,0.272179542,-0.249434392,-0.224981604,0.391056117,-0.054061001,-0.095934032,0.262027311,0.18511768,-0.138450887,-0.156499226,0.012273363,-9.26E-15,Tumor
GSM152875,31.96412181,-9.673732418,-11.088376,6.282528356,7.62795001,0.884349074,4.129319373,2.077459866,-0.503008778,5.540284248,-3.785421088,-0.304566975,2.198712706,5.20980544,-0.401892683,-0.195298479,-0.329682631,-2.579908093,1.353117426,2.780871618,-4.193342858,-0.438184339,1.774417772,3.8002281,-1.164596021,-6.35068124,6.932601109,1.428283983,-0.805137569,0.120837476,1.273143142,0.757706369,-4.61148409,-2.310153125,-2.960774812,-6.369858727,2.007897911,-1.379406251,-1.564197829,1.977485877,-1.978018205,7.945466032,3.793325155,3.274987992,-1.569649063,0.048850005,-1.569425613,-1.230803388,0.569216371,0.74351614,1.084750066,-1.135482743,-0.280271628,-0.638560009,3.596449393,0.102308593,0.501007141,0.193506683,-1.340084838,-3.162421451,2.375775785,-0.810756052,0.080898833,0.619263931,-0.173891746,-1.3748828,0.656443922,1.655809683,-0.474350747,-0.46504256,1.797135017,-2.208314309,-0.403486466,-1.2653847,1.941031051,0.585741681,-1.09669575,2.012231308,-1.502503411,0.633046388,0.675690849,1.779864875,-1.585410155,-0.908399769,-0.530705472,0.829723698,0.67662964,-1.003350713,-0.111938706,-0.626706434,0.418052248,0.102266596,0.899035484,-0.887444293,0.278007646,0.778834214,0.832839959,-0.807474058,0.722355717,0.525034746,-0.967542324,-0.444125608,1.612344285,0.194732373,-0.216828586,1.545119159,0.194978953,0.75554069,0.131551492,-0.096220801,0.263910605,-0.395936896,-1.243265245,0.488819654,0.78797399,-1.620272867,0.594678787,0.698506096,-0.258072996,0.06987152,0.485541931,-0.632842396,0.219098879,-0.497456016,0.858701092,-0.011079428,-0.554383536,-0.358921544,-0.013219168,-0.231296582,-0.509538326,-0.493990633,0.481007848,-0.160734072,0.032770739,-0.537407719,-0.730727976,-0.223295165,-0.450328164,-0.245060154,0.026071423,-0.100515242,0.058478762,0.314287248,0.055457537,0.116930824,0.035569691,0.318243867,-0.15509041,-0.381407428,0.138007305,-0.206926031,0.229451998,0.093895064,-0.097374263,0.118392178,0.034910165,0.123793209,0.229684746,0.275396206,-0.059235655,0.228316658,-0.366738859,0.095073386,0.118155882,0.223098455,0.198475842,0.314261493,0.065455592,0.251496402,-5.58E-15,Tumor
