,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79,PC80,PC81,PC82,PC83,PC84,PC85,PC86,PC87,PC88,PC89,PC90,PC91,PC92,PC93,PC94,PC95,PC96,PC97,PC98,PC99,PC100,PC101,PC102,PC103,PC104,PC105,PC106,PC107,PC108,PC109,PC110,PC111,PC112,PC113,PC114,PC115,PC116,PC117,PC118,PC119,PC120,PC121,PC122,PC123,PC124,PC125,PC126,PC127,PC128,PC129,PC130,PC131,PC132,PC133,PC134,PC135,PC136,PC137,PC138,PC139,PC140,PC141,PC142,PC143,PC144,PC145,PC146,PC147,PC148,PC149,PC150,PC151,PC152,PC153,PC154,PC155,PC156,PC157,PC158,PC159,PC160,PC161,PC162,PC163,PC164,PC165,PC166,PC167,PC168,PC169,PC170,PC171,Class
GSM152814,-14.37236532,8.243404032,-4.967882899,3.283646275,-5.428753757,5.865867082,-1.216567769,2.248505618,-0.846139323,3.168212928,6.076661309,0.748662237,2.911091118,1.170215429,0.202302666,-1.249649683,3.458536104,-0.264403911,-3.332723997,1.708857011,0.518852459,-2.564254197,0.25473372,-0.56670182,1.46830496,0.701477571,-0.567889878,-0.890305188,-0.517316075,0.782998775,-1.748155221,-0.998229816,-2.138996522,0.064650997,2.3234005,-0.212584476,-1.490870845,0.967272822,-0.763689152,-0.230408661,1.374879484,-1.399336131,3.28461487,1.297167079,0.782530542,-1.017272579,-2.716143627,0.303899257,-2.386584462,0.107139134,1.603431958,0.128616719,-2.03793956,1.389457283,1.219211759,1.473606678,0.600338155,0.575421006,-2.820018827,0.968894323,0.824910962,-1.53947713,1.318598047,-0.538803057,-0.726570557,0.950166254,0.800830962,1.846602434,-0.694354672,0.6581657,-0.039286234,0.806216547,1.306719519,-1.307292275,1.123426121,0.814251897,1.018696308,0.050674721,-1.043917323,0.044625996,0.476864099,0.398154689,1.122355734,-0.327242545,-0.326712732,-0.33170743,-0.573900419,0.783535188,-1.202917531,0.115636848,0.326655421,-1.237322145,0.284485451,-0.312301009,2.101482799,0.775943479,1.116644543,-0.674246151,0.553337138,1.295445455,1.067913962,-1.247961107,0.758964626,-1.408303764,0.725179528,-0.783776666,0.685861904,-1.511836061,1.058745487,-0.379041079,-0.877993609,-0.110613612,-0.353420664,-1.34401406,1.783126404,0.503783028,-0.200197044,-0.155866376,0.785785458,0.151635683,-0.169414706,-0.054964157,-0.428761672,0.996539117,1.282570709,-0.843162326,-0.075696169,0.983285111,-0.306979348,-0.936519847,1.292879988,-1.242024671,-0.610287894,1.262127142,0.17335595,0.204580093,0.63391078,-0.009442879,-0.339885082,1.049522712,-1.005094089,-0.441444382,-0.467191273,0.747292296,-1.35925086,0.922087501,0.207253424,-1.196624431,-0.889497145,0.676512825,-0.662371923,-0.090278895,-0.956296934,1.773037606,1.033173558,1.050743593,-0.604883637,2.117742708,-1.66150171,-1.295705039,-1.192989866,-1.10765838,1.072024313,1.836993098,-0.737943408,-0.627107923,-0.076191363,-0.459810638,0.199908437,-0.87015085,2.16E-15,Normal
GSM152815,-6.550868303,10.35521568,-1.92845272,2.353530834,-3.516950685,3.042725833,-3.240496146,6.105072098,0.782745545,4.582553947,4.7167211,-1.898849366,-0.241179457,4.959475547,-2.723055699,-2.849899908,1.024866847,2.399006481,-0.570069413,0.372900161,3.044572825,-2.699516243,-1.230000524,0.479517286,0.003881172,-1.794585772,0.506346514,-0.38669088,-1.455964683,-0.705216761,-0.982170742,-0.50246024,-0.195357175,-0.237445366,0.673455637,1.069034027,-0.439951461,2.086746276,-1.0195122,-0.269521523,1.326529306,-0.255323035,-0.836836429,0.24449499,-2.303765998,-0.073636837,-0.678773417,-0.056958099,-0.738221766,-0.806399569,1.671980397,-1.348785308,-2.235373206,1.705021178,0.094391785,0.274859713,-1.005191919,0.306800933,0.087555056,-0.165513187,-0.594913421,0.491316932,-1.982722607,-0.483370795,-0.621019122,0.441809747,1.654600402,-1.737602092,-0.136047971,-1.835211997,0.585148057,1.922827408,-0.728486999,-2.3360288,-0.680599739,-2.265925629,1.512523197,2.544211193,2.000734333,-2.625077588,1.328327903,1.994260446,0.731859574,-0.547075086,0.363887695,-1.72655604,0.357588969,-0.454129446,3.341375399,0.917087797,-0.552223133,0.222375382,0.414893233,-0.051776765,1.112359859,0.935565339,1.152850697,0.89729808,1.647531494,-0.775985061,0.953271055,-0.650222244,1.142417275,0.09878264,0.250247753,-0.761511071,1.063517644,0.605689684,-1.289423373,-0.234218457,0.785683615,-0.915140586,0.572238774,-0.617224672,-0.142194577,1.764275065,1.966596203,-0.903910339,0.637454186,-1.498533984,0.517562359,-1.429658189,0.599969463,1.198170293,0.831034013,-0.846009455,0.056709813,-0.91101819,-0.569755441,-0.994861342,0.858714231,0.189505317,-0.604077527,-0.734612928,-1.693410713,1.555202481,0.441813907,0.981117032,-0.2326602,0.259838572,1.429120957,0.192981392,0.551907317,0.912096877,-0.027922966,-0.498993663,1.181236983,2.210831426,-0.524680109,-2.10213571,0.007593634,0.151401852,0.039605368,-1.188220735,0.117719897,0.053360767,-1.182758293,-0.588569738,0.335619794,0.446151197,1.617829349,0.046525498,-0.529461419,0.310963137,0.360305567,-0.085325688,0.756658112,0.952420767,-0.445754066,-0.034874821,4.38E-15,Normal
GSM152816,-15.54404325,-5.862584475,3.013877498,4.174722021,-4.611218246,-2.595273812,1.278068913,-3.966957929,-0.39476839,9.585628119,-6.24920703,2.157665691,1.732085504,3.791263204,2.4456539,4.8933888,-1.622470767,6.586865262,-1.010995126,-4.918037546,0.03623321,-3.50144774,1.528732255,-2.04953789,-1.458180611,1.920400622,-0.159918844,-7.338021193,-3.782641996,-3.308617586,5.060815839,-0.008413973,0.418711611,1.438064259,-3.250554482,1.723933088,0.468432381,2.572806582,-1.062399936,-3.367619487,-1.300319724,0.868963776,3.493383273,1.397502889,1.11590097,-0.800520135,-1.846372136,2.76070347,-1.162922427,-0.680469711,-0.489303071,0.443792579,1.056354433,-3.294422114,-2.104726785,0.034389009,0.717690004,0.29423158,0.456496034,-1.812738702,-1.121443348,-2.014674651,-1.167463061,0.655376304,-1.046359926,-2.229592611,-0.508333013,-1.289003379,1.002730005,-0.804070318,1.021854922,-0.936838449,0.577865999,0.330297194,1.127736995,1.724851192,1.631035245,1.510804136,-0.984672378,-1.364458554,-1.90344871,0.620576073,-0.799151344,-1.121196225,-0.163597002,0.148262259,2.133953741,-1.909822733,1.987344421,-0.071674437,-0.588299115,-0.742122141,-0.256144911,-1.070982536,-0.643846386,0.120175305,-1.874760868,-0.272744767,0.840479555,-0.480418951,0.998387096,0.77436174,-0.854700315,1.730857302,0.82737768,-2.162147109,1.679271689,0.552734044,-0.691354311,1.96380911,0.396934783,0.938769355,0.108256418,-0.361907081,-0.429675875,0.097302521,0.089751703,-1.687311738,0.307390499,-0.195235548,-1.116014226,-0.705709355,0.630528509,-0.749001098,-0.31160561,0.986611199,-0.009976916,1.371439522,-0.170334875,-0.068056294,-0.519282185,0.934460883,0.25214892,-0.722723814,0.539832369,-0.428707305,0.455019994,-0.641559277,-0.142059083,-0.085687758,0.243480449,-0.362387613,-0.806866414,-0.207834327,0.788144974,0.302758534,-0.192060519,-0.38848096,-0.255817015,0.0776795,0.613361775,0.437985807,-0.402090931,0.047032721,0.203793026,0.505422721,-0.024878249,0.700902573,-0.230519574,-0.071812966,-0.126560371,-0.554998287,0.228659819,0.040864524,-0.583389942,0.067858075,-0.371724605,-0.282500533,-0.163293272,-0.789594745,3.32E-15,Normal
GSM152817,-23.06500848,-13.71922815,-12.13758347,-34.81830477,1.998592672,7.332767087,-11.61751064,6.257329572,10.01583619,6.982120398,-3.250421872,1.790957977,1.906315549,0.567876956,4.109838756,1.068421422,-0.029784473,-3.1429734,-3.587904703,-1.738924039,-2.535349104,-4.73592349,-2.996336664,-1.330606492,0.558214752,-1.182094923,-0.913589178,3.182683433,0.84019594,0.031465069,-1.348818561,0.3293943,-0.573410544,-2.6028629,-0.314856096,2.358734057,1.335277299,0.765307854,-1.02659371,0.735434051,-2.038345309,0.285894253,-2.818672909,2.04496407,-0.682334044,2.415333058,2.500035145,0.722452743,-0.796169281,2.260975183,-0.90650232,4.312888651,0.659975088,-2.356465794,2.31830616,-1.6065547,0.575216753,3.458520706,3.188283614,-0.817552231,-0.927812901,0.777146679,2.860547456,1.021071783,1.291388732,1.087739832,2.296201209,0.048810693,-1.074962442,0.770787448,2.633715995,1.465992906,0.869951444,0.209162299,1.334404117,0.15076005,1.380731439,0.386920486,-0.393430557,0.100693996,0.285681559,0.378416701,-0.952423711,0.973339788,2.090631406,0.581797035,0.361966418,1.136796681,0.55077726,0.751127937,-0.50212186,-0.168872959,0.507579758,-0.714011709,0.976992531,-0.724587899,0.277292566,-0.690441687,-0.293193261,0.340977512,0.19337764,-0.791052449,-0.282462825,0.777152206,-0.66116061,-1.754235901,-0.178861709,1.22503195,0.429268257,-1.000721853,0.360801781,-0.188892164,0.151876364,-0.256119338,-0.020268799,0.354204784,-0.492449003,-0.643777735,-0.327811964,-0.381345567,0.676966341,0.287064603,0.485254147,-0.234948578,-0.002104352,-0.160138943,-0.215605295,0.10023749,-0.049646825,0.037229431,0.078121281,-0.386087207,-0.12123051,0.23487558,0.00671638,-0.180630279,0.045406843,-0.437667039,0.22701173,-0.011151539,0.084297429,-0.091278333,-0.49646199,-0.382567033,0.291570794,-0.009006492,-0.170908682,0.226344942,-0.151870955,0.239347335,0.438802329,0.308830483,0.23196646,-0.013016427,0.037904521,0.17396162,-0.027925042,-0.06235385,-0.316414235,0.217491703,-0.226902278,-0.069018803,-0.009673488,0.007082769,-0.111636748,0.008721922,0.02646036,-0.083280812,-0.119569434,-0.203672727,-1.11E-15,Normal
GSM152818,-36.35883466,-21.02158372,-11.14946717,-10.96470719,-3.560617823,-3.824929548,-1.117484059,3.191692534,-2.913495379,1.055259487,-0.802036685,-0.282603945,-0.783951125,5.67982046,3.448619199,-0.658016658,1.076756651,1.935453273,-3.96460287,-1.978149591,-0.420943623,1.172442735,2.043146664,0.044006845,-1.39052073,-0.213034025,-0.801701932,-2.17261897,-0.347211119,-2.320035437,-0.972852249,1.950205014,5.87965244,2.185941697,-1.179889169,1.753892932,0.117679423,3.343718372,-1.588666085,-3.113574838,4.043460069,1.254925654,0.531244093,1.124709592,-2.104884797,0.614404265,-2.02565821,-0.905106207,-1.309097708,-3.84754716,1.714984241,-0.367738457,1.95035285,1.433884158,-0.725648355,-0.778098772,-1.230194909,-2.214913245,2.433051773,-0.33685408,1.458747469,0.008731384,-1.858670794,-0.980495012,-0.237005189,-2.424692502,0.702907706,-0.703032496,-0.742469426,-1.974582881,-0.570731258,-2.541131398,-0.223159663,1.353670545,2.189468445,-1.857665286,-0.275939768,-1.753478671,1.66721311,0.784404072,0.976326136,-1.092098263,0.545661021,-0.14037355,-0.351974088,-0.628967245,-0.563130396,0.249862857,-2.23935258,-0.441703022,1.673692998,-0.427655264,-0.660380199,1.293422337,0.048186426,1.803069646,0.75247806,0.223301285,0.903516025,-1.457098857,-1.450202755,-2.02328715,2.412454315,-0.423234046,-1.119650666,0.264834492,-0.507444868,-1.433872335,0.612910671,-1.458313427,-0.760833225,-0.106144482,0.916378425,1.005842101,1.505361472,0.879266671,-0.842360066,2.213259914,-1.501815464,0.745919471,0.817214664,-1.134216654,-0.368683804,-0.118113772,-0.720642195,0.115153186,-0.488298825,-0.007576519,0.658572003,0.212732245,0.309203408,0.31680421,-0.175778937,-0.918065624,1.294118122,-0.540792808,0.596185152,-0.111969539,-1.202097772,0.230637524,-0.139602351,0.836133555,0.162345126,0.207772269,-0.266979063,0.062696317,-0.721626682,-0.296182273,-0.635473277,-0.072319237,-0.086648863,-0.000268966,0.078656344,-0.132747786,-0.412155164,-0.223002391,0.298833949,-0.178632915,-0.221013879,0.210935194,-0.139792987,0.050877568,-0.676060298,0.312895945,-0.143616584,-0.285261223,0.157946845,0.075965019,0.133658159,0.506603796,1.61E-15,Normal
GSM152819,-23.14998598,-8.010102945,-0.056678272,6.937186934,-1.373141111,-2.197343198,-3.419929027,8.629896328,-3.73997189,-1.326462797,3.619589002,1.491429837,3.195358025,6.758323051,-0.996528702,0.744487724,2.325100676,1.249830355,0.70484937,-7.177710749,1.867314838,-6.230942727,-1.71550318,1.85174748,1.254910543,-2.004854629,-2.49530838,1.427493212,0.719571549,0.346426349,-1.80715999,-3.288723194,-3.966002877,1.532926015,-3.427987225,0.110710034,-0.592555038,-4.565208929,-2.268609594,3.646431546,-3.769808985,-3.246335761,-2.259211887,-0.078706642,-2.622529576,0.583746122,0.599790781,-1.040882466,-3.044264193,-3.370553659,-1.641294689,-1.36279169,-1.994674352,0.665503028,-0.50696389,-0.408228009,-2.415980884,3.625431808,-1.346061929,2.689578227,-1.134153638,-1.774441197,0.189094299,1.888770341,-1.107486747,-2.30352182,0.489852558,-0.949778347,2.150383576,-0.444610426,0.069794066,-2.34261302,-0.427041024,-1.196391147,0.21428292,1.588277507,-1.224357806,-0.606944736,0.084739205,0.736155656,-0.237282556,-1.226164498,1.948005436,0.283405718,-0.706982156,-1.081090122,-0.215235994,-1.514125985,0.254573468,2.837857949,-0.252851945,1.505019983,-0.742775411,0.817346794,-0.399799181,-0.882400128,1.042694183,0.939911223,-0.347711322,-0.183510647,-1.584203972,1.611654297,0.15326159,0.921152111,-1.272975949,-1.039084188,-1.397101689,-0.053291758,-0.082335099,-0.535124709,-0.492496968,1.361684003,-0.202995849,1.608841898,0.144957532,-1.035673703,-1.136648549,1.30337786,1.273245872,-0.674482002,-0.421543397,0.117608135,-0.161845935,-0.473861178,0.375653916,-0.78312145,-0.933220554,0.261157553,0.317384026,0.088769577,0.018498313,0.701744381,0.310776127,-0.221144354,0.061964059,0.009683948,-0.180958006,-0.438899567,-0.537836043,-0.373892832,-0.024478548,-0.041521035,-0.895866326,0.292936973,0.142251097,0.455975713,0.214495925,0.01422204,0.523207084,0.129932343,0.15043539,-0.728121872,0.036493262,-0.205797665,0.310712783,-0.156943256,0.629067907,0.404612858,-0.100153374,0.061596682,-0.245921027,-0.006313393,0.473416577,0.218694656,0.302710151,0.349016341,-0.14832028,0.174599045,-0.172719001,0.413437514,1.05E-15,Normal
GSM152820,-10.93364462,0.425541027,2.879712564,1.04023243,2.250493324,1.039415095,-1.659447053,-2.410557957,-3.583118561,-0.362031528,-1.588670092,4.714536967,-0.159746143,3.01022335,1.122088672,5.440082842,-2.401066132,1.530053221,0.970935143,-2.154553514,0.020607324,-1.423775811,0.426274734,1.811714188,0.147832353,1.262802832,-1.955428652,1.579172536,0.186411177,2.834675193,-2.827763822,2.910877736,1.522885199,-0.216796457,-3.122109473,0.345990296,1.184397168,-0.22078515,-0.816710034,-1.352451406,1.346363588,1.087336307,-2.510559111,-1.231860063,1.207989246,0.9460514,-1.377727014,-0.563512087,-2.595784763,-1.019280104,-1.753625217,0.006133547,0.707543432,0.050935125,1.519346546,1.908454663,0.762813654,-0.034967166,-1.326706695,-0.128429458,1.111269686,-1.7624873,-0.049048862,1.294070802,0.093780857,-1.191293153,-2.166568845,-1.122545326,1.275669947,1.274959814,0.814425382,1.839168666,1.274768189,-0.38188001,-0.630023464,0.608167317,-0.004781409,-0.331043173,1.11405157,-1.297119958,2.07263798,1.093045166,-1.471770217,0.780115012,0.440795991,0.47558467,-0.379933783,0.415904071,1.837200895,-2.144836493,0.618673647,-0.882977992,-0.81578655,0.10637112,1.672385984,-2.372824954,-0.721540781,-0.778199065,0.657964442,-0.252907484,0.207473442,1.096368901,0.181658427,0.182206787,1.060428279,-0.187331129,-0.45259768,-1.256276321,-2.391041112,-1.130645343,-0.086897261,-0.542841453,-0.503434873,1.900528756,-0.46896465,-0.162026111,1.423352827,-0.13211722,-0.666972245,1.790640091,0.440187162,-0.189725575,-0.692830604,2.025122097,1.495804897,-0.134061568,1.647002901,0.194271057,0.530260307,-0.864059875,-0.86199073,-0.727432763,-0.736778468,1.337133686,-0.065404638,-1.316576959,-0.280485973,0.341286084,0.737521119,-0.284046683,-1.842869342,-0.522342827,-1.477937159,1.302409232,-1.154824379,-1.481656561,0.268751992,-0.644055023,-0.275074639,0.262377324,-0.133599025,-0.708318588,0.239531432,0.869477095,0.057796811,0.953759123,-0.066205826,-1.106716196,1.292317654,0.429399591,-0.141648414,-0.677561286,-1.123124401,-0.547749481,-0.238012656,-1.498026254,-0.882895029,1.033203485,-0.16779081,0.924066701,3.31E-15,Normal
GSM152821,-11.657847,2.086158393,3.342249357,1.323791925,2.641190658,0.713315237,-2.366547784,3.236951462,-3.717534069,-0.638760952,-0.958794645,3.284142565,-2.846629225,1.362454769,0.600126225,0.7302847,0.877664573,0.052553891,1.108460904,-0.95043443,0.008288344,1.011187421,0.287510538,-0.726191391,-0.919875889,0.553914376,1.527649064,-1.24478572,4.077903603,-3.271364277,-0.983542466,-1.673236649,-2.738704925,0.700067937,2.593657756,1.342150849,-0.696952878,1.711599829,0.741741422,-0.381725259,-0.204513667,0.156015217,1.276948821,-0.006490011,0.200199576,2.558742785,-1.24138286,1.411036817,-2.957521725,1.294470869,-2.7866412,1.209456779,-4.110030909,0.526973269,1.077309538,0.482918901,2.313956735,0.799300599,-1.621633013,-1.634738812,0.627230162,1.224147511,-0.938375197,0.185727392,2.511336136,-0.661156454,-1.012934539,0.176763068,-0.392627871,-0.943892121,0.114796783,1.053077754,3.614938463,-3.741322886,-1.339447485,-1.002064476,0.782181891,-0.102216666,1.872160769,-0.107068397,1.106619332,1.208486209,0.103796224,0.457897872,-0.739228452,-1.15283924,0.330654708,2.32021629,0.59715554,-2.09483127,-1.243597135,0.741537263,-1.282038269,-0.604701084,-2.052387333,0.669664442,-0.016499078,0.378069845,-1.049576302,-2.091706381,-0.793073427,0.10427756,0.318171392,-1.047821815,-1.270716836,0.453229158,-0.724102238,-2.324104845,0.209915013,-1.249572947,0.434048071,-0.3483114,-1.332280716,-0.898522208,-0.701305877,-0.468384842,-0.94262879,-0.343647509,0.308021712,-0.274967805,-1.710620636,0.06037668,0.482392778,-0.670982017,0.73048182,0.869690268,-0.223565173,2.360243126,-1.307106727,0.963978546,0.046873062,-1.600505842,1.060679425,-0.186343487,1.549717414,-0.980911415,0.050248237,0.968358505,-2.112587085,1.482629956,0.177266831,0.178967413,0.344994641,-0.067784984,0.914390686,-0.675118405,-0.676543494,-0.264851757,0.665936538,-0.160297568,0.727375241,0.62257773,1.028146828,-0.833963702,-0.331799907,0.086498275,-0.240721514,-0.630953867,0.49003393,0.101246491,-0.249825845,1.194472175,0.241959278,-0.082162112,0.349199319,0.803092566,-0.733031114,-0.476063924,0.511651108,-0.236888967,1.47E-15,Normal
GSM153115,6.165857591,11.65447893,-6.140457616,-1.399717329,-5.897125123,-5.657615256,4.076177205,-2.496107644,1.550799406,3.988157932,2.119168574,-7.201807878,3.081176049,-1.062589718,-5.084916178,-4.409494629,1.74002616,-1.179525913,-1.007395228,-1.457242348,3.413292361,-2.209938931,1.044169146,-0.283679578,0.291622196,-5.660802222,-2.203228235,-1.858089839,5.031407692,1.473828115,1.444915898,1.975070299,1.318634351,-1.158425048,2.812422853,2.087985565,-0.314584298,2.410473006,-3.115292596,1.431580084,-3.005551097,2.794658891,0.23868598,-0.686220182,3.768686549,1.813071494,-0.36397509,-0.650245098,1.895276351,-1.126221635,0.203162516,-0.376435217,0.219164427,0.204926987,-0.647170923,1.140202839,0.734465302,-1.096140361,-0.933755185,3.629227522,-0.894608916,0.046320041,-0.063750367,0.135423619,-0.322986976,-0.647801239,-0.137980175,1.160020429,-0.552689409,1.07843596,0.757581534,-0.9106866,0.795733904,1.725338552,0.383666891,0.014521553,0.6598105,-0.322766077,0.016304913,0.663491055,-0.257574308,-0.013670155,-1.473736865,0.109170116,0.772126037,-1.392714563,-0.376738962,-0.510165752,-0.236829713,0.071574755,1.236698168,-0.590193673,0.322471009,0.425637173,0.127562944,-0.335218116,0.79940218,0.374988944,-0.624025867,-1.191117839,0.235297014,0.189541939,-1.935514811,-0.599462134,0.963717904,1.146128352,0.299239716,-0.154433196,-0.231683614,-0.383853752,-0.505663527,-0.16663035,-1.081103309,0.147909899,0.410393976,0.854219781,-1.214290136,-0.112570902,0.577053371,0.242353757,0.554004692,0.119078385,0.929883699,-0.427985371,-0.670078046,0.639896665,-0.416438699,-0.40722946,0.424872675,0.942407966,-2.071999143,-0.756546484,0.63505024,0.05098233,0.821876081,-0.756638101,-0.495170492,-1.143646838,-1.430839019,-0.024325624,1.428697992,0.091454157,-1.45582379,0.564923683,0.373675296,-1.233110552,0.316297936,0.837169664,0.848051163,-0.012850252,0.470134523,1.867727982,0.363505592,0.731822591,1.129850813,-0.708879219,-0.692448308,-0.885171195,0.931233761,0.682159024,-0.149255224,-1.499606622,1.180332097,1.208879219,0.504215977,-0.720164187,-0.383811776,1.212735741,-0.93049859,-0.236077062,1.04E-15,Normal
GSM153116,-19.38193839,-4.536769799,-1.260294439,1.831537287,-0.086336989,1.697370483,-0.933013114,4.367006898,3.680335232,-5.23265017,5.702410099,1.674714026,3.719022864,1.114790522,-1.215586303,-1.957843578,1.233768888,0.949315325,0.840655595,1.048833311,0.353238893,4.253056403,-0.926624355,-0.57417501,-1.08465333,0.254852307,-0.830230988,-0.313122005,0.121811375,2.472569978,0.964415745,0.774258069,-1.554733115,-0.324646291,0.855208005,0.38396037,0.589805152,0.666068194,-0.109893939,0.287140459,0.399990292,1.918209734,0.648595912,-0.03181745,1.556207951,-0.913082617,-1.592566027,-0.588001469,1.809024673,-0.9318486,-1.792440856,-0.520247916,-0.296650846,1.670095881,0.911725649,-0.877188388,-2.444722794,0.817163236,1.125258824,-0.707755389,5.043531961,2.174516917,-2.454346219,1.178165906,0.703384421,1.860472204,0.357679941,-0.804643499,-1.746609341,1.827970166,0.28652686,-0.120030278,-1.241886439,-0.215200087,-1.117569973,-2.581248211,-0.684303272,-2.575200286,2.231330443,-2.293612488,-0.377635709,-0.217277302,1.726276053,1.034594024,1.725103934,0.642316354,-2.073161588,-0.651764772,1.517064899,1.412866488,0.410001318,0.286960108,0.796741209,-1.770429667,0.289840809,0.344587786,-3.753226329,-1.391317877,1.187211923,0.473880027,-1.258964301,0.677794658,0.630580556,1.978577606,0.603505491,-0.87809661,0.934718535,1.032988456,0.222601754,-0.219348732,-0.084853198,-0.440576191,-0.686554989,-0.787922451,1.99825142,-0.309430063,-0.150589293,0.52894984,1.182880662,-0.492528563,-2.027766635,2.036310101,0.327073039,0.207107392,-1.448729529,0.059086232,-0.148634206,1.954488514,-0.198302888,0.90274002,-1.598871044,-0.338223088,1.387237199,-0.190045715,-0.222290058,-1.04788403,-0.387938035,-1.713581398,-0.024834373,0.422722267,-0.349822867,-0.776920032,-1.37418834,-0.246402397,0.671152691,0.216017786,0.634687462,-0.189724415,-0.440641991,-0.631026988,-0.978208891,-0.331238778,-0.853335312,-0.358713768,-0.634202549,1.236332753,0.073673117,-0.339234217,-0.782312518,0.173250613,0.30229616,-0.822100995,0.012501411,-0.307180175,0.066320303,-0.077895268,0.408601606,-0.394610152,-0.126196431,0.349473026,3.68E-15,Normal
GSM153117,-21.27349578,-0.403890971,-0.028042371,2.639412298,1.248561708,5.078968834,-2.461743883,5.456317322,3.49373516,-2.123750137,2.294447794,2.705249693,0.32976099,0.219102602,-0.646091015,-1.708790367,0.454159977,-0.726233325,-0.791665237,2.129863112,-2.646072778,1.968140401,4.613519501,-3.665951144,-2.581444344,2.413017464,1.548386018,-2.031244087,0.0691298,-1.69950086,1.171057596,-0.271261776,1.175011562,1.582818301,0.58212949,0.969282374,-1.35509409,0.757460756,0.666494973,-0.424840869,-0.956594721,1.297655149,-0.482165126,0.429255315,2.036628239,0.567101484,0.090880609,-0.744593108,0.632649353,-2.535844615,0.474183709,1.043594667,1.555385441,-1.590721612,0.132071137,0.149229922,0.944543784,0.886502996,-0.534068165,3.419032631,0.675490946,-1.194053634,1.75564916,2.557293515,0.832732373,-0.645167366,-0.540588945,1.314964445,-2.572689432,-0.585360054,-0.881849183,-1.225292184,-2.206695075,-1.537164054,-0.600030587,0.439519677,0.412949595,0.960404182,0.502312914,1.839290769,1.01286857,0.742534853,-0.120735586,-1.202932618,-1.274915835,0.228649087,-0.596420177,0.745657753,0.099589982,1.621416047,0.404023989,-0.205844752,-0.761460939,0.343218705,0.377872872,1.535309168,-0.223367843,1.134818376,-0.251224242,1.689621201,-1.019066227,-0.242890674,0.319567257,0.89611894,0.656207307,0.949463803,-1.132424372,0.512853669,0.743357471,0.420980714,-0.340242721,0.655333813,0.403984418,0.444108615,1.272429522,-0.720663954,0.182825422,-2.791014827,-0.656593746,-1.412434335,-0.155415089,1.371984532,0.681735561,-0.754235981,0.751378155,-0.818765591,-0.619318998,0.877379966,0.102909876,0.525488423,0.530445651,0.547289471,-0.47299104,-0.783611712,-2.159995797,0.801812349,0.282843457,0.639056236,-0.115564311,-1.588835638,-1.473279209,-0.196484568,-0.045754696,0.394609499,0.251324443,-1.968862239,-0.211891358,0.465160461,-0.005811147,0.481425441,0.217911047,0.568830547,2.181393905,-0.519759354,0.039762304,0.353790676,0.530200422,0.401638756,1.437879881,-1.31235595,0.631908834,0.231054465,0.113095106,-0.323982779,0.741264053,-2.560934911,-0.323014854,-0.710357015,0.798732083,-0.164152965,4.66E-15,Normal
