,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79,PC80,PC81,PC82,PC83,PC84,PC85,PC86,PC87,PC88,PC89,PC90,PC91,PC92,PC93,PC94,PC95,PC96,PC97,PC98,PC99,PC100,PC101,PC102,PC103,PC104,PC105,Class
GSM120485,11.49831722,11.91912942,6.335417858,-2.934471151,-1.554738608,7.576049208,0.893670221,0.140343228,-1.628751906,-5.456398747,1.000429124,1.775945312,1.074236944,-5.89206639,-0.17218174,5.614368447,-7.856680593,-1.241364208,1.319806887,-6.360673296,-3.282864292,-2.301636034,0.667262364,-2.378130036,0.009863857,3.265500972,0.075874948,0.521804253,0.954859327,4.596553217,0.162362477,-6.711587979,-2.133643358,-0.774434123,0.926263978,2.331691097,-0.839542695,0.046920079,-0.977751527,-1.415407388,-2.134465177,2.76269707,-2.978394159,0.313031051,4.165205879,-2.800537267,0.807575427,-1.804824929,3.22531658,-0.032814754,-0.357499506,2.394288655,-1.207100554,-1.103260982,2.540760861,0.961360038,1.587774313,0.877833263,0.390594642,-0.835765667,-0.196898738,-0.838367381,-0.847389771,-0.069069364,0.339886798,-0.622590389,1.027220576,-0.438096761,1.053358976,1.1720525,-1.350929856,-0.295290871,0.363590512,0.090465919,-0.363467056,0.172814032,-0.63574137,-0.234024234,-0.230622995,-0.360465664,-1.084127186,-0.218533914,0.105459681,-0.482121521,-0.569684369,-0.558045422,-0.20601303,0.347568164,-0.230360986,-0.509535172,0.3781386,0.117564651,0.312250233,-0.443170676,0.42471471,0.675328686,-0.296013746,-0.42396895,-0.416314478,-0.165695445,0.303152224,0.010003942,0.139369142,-0.121025132,5.13E-15,0
GSM120489,25.31237827,-2.828244042,-7.8481415,1.248841964,-0.775298531,-3.702279528,-0.846607328,3.75052354,2.850931337,3.612561181,-0.721730478,2.398315855,3.342713007,2.535662256,-7.110792003,2.770151944,3.064957569,5.4738537,3.742633201,-2.244888008,-3.228244296,0.377884033,-0.567454954,-0.364321517,0.448921685,-3.479202169,5.30539018,-2.11468377,2.599647143,0.396484544,-0.228104392,0.667144314,0.581736039,0.140090248,2.9044161,0.253162728,-1.683141343,0.766285208,1.912923149,2.337736044,1.830000219,-0.776409531,1.977597045,-2.109155218,2.462683765,-5.423377616,2.249497111,2.024726767,1.226803055,-1.008054683,0.523474716,-1.885699375,0.745230672,-0.804440127,0.644555281,0.880899098,1.740300116,-1.881905349,-0.234009196,-1.628322861,-1.24411438,-2.731564782,2.002426015,1.604783911,-2.59632921,1.062412847,0.091348171,1.067611667,0.805595234,0.967165456,0.480233624,-1.423933694,0.502863481,0.185340323,0.705514118,-0.227695359,-1.094734546,0.349710671,-1.87011622,-0.67387655,-2.019587715,0.322857021,-0.149788101,0.31041376,1.342649118,0.521139468,-0.838512677,-1.016523845,-0.075812777,-0.267792478,0.74912309,0.593229798,-0.035804974,0.308681047,-0.462527245,-0.337193839,0.029052128,-0.177564122,0.001736333,-0.156760333,0.047621145,-0.30734498,-0.522850018,-0.038285692,-1.38E-15,0
GSM120492,-15.78642911,2.678422822,-5.419662609,-3.029032818,6.571219015,1.921580964,-3.479380599,-0.522388296,-1.087260333,-2.500003603,-0.726957028,-0.48461302,1.054594488,-0.109887593,-0.923539027,-0.593552412,0.664368997,-0.384003326,1.671774686,-1.957336951,-0.436616544,-0.163732734,-1.045526794,-1.984090981,-1.505729131,-0.057421415,-0.293910137,1.664837298,-0.784705815,-1.256159412,0.464709338,0.162665074,0.202094413,-0.44769277,-0.557315015,0.798044101,0.640734987,0.855036404,-0.1886875,0.794454873,-0.49207538,-0.492355829,0.17444956,-1.371228024,0.494251561,0.525893055,-0.151612059,-0.552905873,0.952757841,-0.612345779,-1.558596785,-0.459050549,0.158766657,-0.70221041,-0.091193573,0.354386156,0.015668154,-1.004864233,-0.195702926,-0.913756571,-0.885201784,0.325678184,1.028360569,0.709875912,-0.203546433,0.567954798,0.255414737,0.378484111,0.316244465,-0.266962314,0.738970007,-0.367395192,-1.681337009,-0.327665948,0.534224311,-0.815899144,0.484844168,2.405551586,0.607754706,0.605480399,1.49755417,1.089376245,0.350242184,-2.605273769,-0.119397657,-0.76349242,-0.170569307,0.399485205,0.094865438,-0.644260378,0.820635439,0.810274208,-1.164837057,0.442279597,0.33437764,-1.219310938,-0.381057321,-0.552385612,0.302655139,2.195464819,-0.839449609,-1.765476432,3.828381854,3.612984523,-1.09E-14,0
GSM120494,24.35834887,-0.762676457,-7.104072604,-10.83480357,-3.442193392,1.737986725,-2.934612938,14.02788327,5.011695799,3.281196126,-5.637225787,0.190645606,-3.666937918,4.480150806,0.572489541,0.442831652,2.500398284,-6.886801032,0.335262227,0.624196823,-0.499241675,-0.39176187,2.365488894,-1.86764613,3.685493449,-0.590120176,-2.016816544,2.758147418,-3.471601639,6.769816706,-2.063435994,1.464340465,3.095817345,2.147150888,1.320621911,0.49702841,-3.323260194,-2.04119519,-0.082424779,0.376388912,0.267216378,-3.130145848,-1.124047434,2.730091672,-0.05440019,2.332184727,1.446293675,-0.263630916,2.350950626,0.862804829,-1.237054235,-0.346206905,-0.350009299,-1.144290971,0.749697718,2.595803323,-1.798416153,-0.010673301,0.273420877,0.310691946,-0.576217528,-0.062383148,1.005892051,-1.097466348,0.880996726,1.515130113,0.21138973,0.224275866,0.632472252,-0.985058781,-1.467098302,0.057666315,-0.13965943,0.408805649,-0.496363842,-0.001238447,0.367719496,-0.393843539,-0.238723783,-0.459650731,0.173227782,0.018019735,0.299662368,-0.157077346,-0.564149213,-0.454539488,-1.153195092,0.3560176,-0.578955707,0.174647591,-0.468964852,-1.000601159,-0.002295783,0.171583991,-0.123531747,0.373321649,-0.24392979,-0.016362463,0.163998633,-0.267438308,0.06349616,-0.044449069,0.136454914,0.116060586,2.93E-15,0
GSM120497,5.600781274,2.725976122,1.364705898,6.881428993,2.720572347,-0.98279498,-4.570712774,1.295067383,0.609176641,3.586707231,2.99624065,0.088630783,0.850698923,-0.576443142,3.872436022,-0.713053068,2.118487762,0.432600077,2.466434153,-0.796068789,-1.111784389,-2.602652578,-0.365481369,-0.441648103,4.517204268,-0.317540101,1.837808132,1.639962704,-0.615286674,0.957851085,1.518753824,1.246401297,-0.025106493,-0.862768562,1.112132862,-0.208801935,0.798425719,-2.209470507,-1.292366818,-0.328646528,0.273846213,0.156639678,-3.274523812,2.346528001,-0.014229937,1.00467798,-3.004676519,1.773753214,-1.980520183,-0.603002632,-2.211869879,-1.769944298,4.315190166,0.486706547,-1.903003341,0.516553179,0.120551726,1.139562067,-0.728841323,-2.573084146,0.21322198,-0.044699596,-0.645420322,-2.177713623,-0.846505749,-4.575702642,1.663413528,-0.104841738,0.486154934,3.947713191,-1.552119999,2.1159275,-0.091137243,0.267275703,1.129186766,-0.487422771,0.715045936,-0.712526238,-0.140097363,1.079285095,-1.633812561,-0.42801913,-1.060902916,-1.078950201,-0.862882019,-0.280413614,-0.798672606,-2.176522125,-0.476811924,0.069527109,-0.166915165,1.169325289,0.920956904,1.062650309,-0.05140492,0.002617666,2.059220487,0.041463719,-0.22514215,-0.538104252,-0.17457127,-0.103704448,0.228458259,0.650748684,4.51E-15,0
GSM120498,25.1321658,-0.031573159,-2.383787175,-5.322899723,0.579080705,3.476892405,3.885825352,5.212656874,-1.497064015,0.446233212,-3.531620111,-0.267615741,-1.861409303,2.765118399,-0.402857313,-1.899973167,1.859093941,0.41553848,0.391113936,1.994938335,0.612713491,-6.26057768,3.351028558,-2.214824663,-0.669868375,2.270834646,0.038997134,-0.321343604,1.391547307,-1.077290127,1.698735816,-1.635547944,1.669600357,-1.124552858,-1.203220844,-2.246641887,-1.453303881,0.494433729,2.141062564,0.046089401,-0.391476862,-0.200899863,2.615072817,-4.366106748,0.307412561,-1.889357896,-0.799077414,1.295748626,0.447566672,0.452223202,-1.326446723,3.07961901,0.887546475,0.015744708,1.282417857,-2.564982191,1.035492082,1.614218885,-3.378409536,3.318422169,2.20524818,1.280283415,-1.643118967,-2.401447673,0.493279448,-2.673687922,-0.876292735,-0.328986345,-0.135346278,-1.33389565,-0.029760536,-0.666568646,0.913922814,-1.475556684,1.486660891,1.647549349,0.39761951,0.062036677,0.777137309,1.514345693,-0.42808028,-2.173350032,0.478928126,-0.742795239,1.884252886,1.8201679,-0.167893608,0.381344799,-1.503359885,0.961388145,1.454016823,1.326862404,0.509441042,0.281130713,0.295343351,0.171769564,0.702773775,0.1101286,0.287069072,-0.288082999,-0.135175663,-0.532473668,0.41102628,0.098167961,-6.79E-15,0
GSM120501,5.69003646,-0.332709084,4.861003965,7.333044645,-5.961944894,1.974295809,-2.907620204,2.690215746,4.350678674,3.2672227,-0.445589851,0.868754488,5.24966042,-2.79960682,3.906522633,2.155555792,0.742945878,-2.153549436,-3.642555666,-1.126831751,-1.346904418,1.763770345,-0.597440871,1.036896944,-3.718894072,0.364981077,-0.463057061,-1.783341006,-1.877534725,-2.113578847,0.701628689,-4.981218372,1.948080474,-0.133574309,-0.284830649,-0.300217597,-1.462955986,-1.765319634,-0.647364923,0.426913264,1.458581607,-3.196771843,1.934919491,-0.035587546,1.16792485,-0.81381474,-2.897413295,0.779662241,-1.519404636,-3.81515073,1.814113327,-2.760960882,1.193090785,0.827843102,1.642648428,2.712561401,-0.885991262,-0.114492084,-0.822016126,0.731583162,0.207552426,0.342175589,-3.111871365,-0.295840818,1.705007288,2.295252569,-0.916614208,2.033090435,-1.611520101,1.496895325,0.210006486,-1.356630155,-0.663866806,1.883737421,-1.277683746,-1.581627604,0.72284388,0.347101253,0.029836974,-0.374388635,0.09896468,-3.590180941,0.344233541,-0.663234453,0.843829335,-0.99739744,0.800546353,0.674472273,-0.52727956,1.426417245,0.111085168,0.816384951,0.265756181,-0.76200929,0.137579814,-0.642572289,-0.563798304,0.840291288,-0.399081352,-0.205093767,-0.400929909,-0.387429108,0.123576654,0.388424843,4.23E-15,0
GSM120503,25.89594942,-2.084979411,-4.044699424,-2.893330739,-1.447512394,0.708163171,0.670257792,1.501584403,2.419514359,-3.699379034,-0.812708692,1.479317269,4.326391915,-1.01188598,-6.539867588,-0.949540885,-1.840176823,2.077432036,1.485720858,-3.483590232,-3.487106534,-0.17846811,-4.036093936,3.133588405,-2.992151887,-2.629862579,5.898484957,-3.996004192,-1.213540435,-1.50814909,-0.886636854,1.679739488,2.885198265,-3.407074747,2.162048474,-0.447260235,-0.815981877,-1.549948328,2.111249723,-0.664654304,0.176187906,0.071851593,-3.223529354,1.551418635,0.711013915,2.766189125,-3.574877625,2.119543613,-2.009620807,2.955064862,0.234970097,0.168930145,-0.993767311,-2.266930195,-0.065283743,1.002669699,1.128666379,0.066174197,0.305197609,2.092820121,1.396101118,0.964701717,0.854414484,0.38550142,1.016019745,-1.377308606,0.351458484,0.134571159,-0.282658274,-0.734776148,-0.650153256,2.362422894,-1.284950792,0.088366556,0.35547033,1.469702815,-0.098817133,0.327123292,2.091646837,-0.274953822,1.978859076,-0.466633763,0.223933179,0.617543664,-1.94383316,0.528407045,0.409386875,2.132331891,1.137703667,0.645753467,-0.046010684,-0.169530891,1.199015113,-0.808015621,0.194650881,0.175089599,-0.472141395,-0.514545446,-0.258401269,-0.538223242,-0.490028226,0.432614396,0.087797877,0.252550811,5.64E-15,0
GSM120510,7.864992826,8.537461296,-5.296995365,3.674838908,-4.745343034,-18.72500014,-2.505539004,-8.081738818,1.809553421,-4.047708454,0.342655476,-7.867394928,-1.924778288,0.338618229,-1.566738829,-0.696442711,1.845821302,0.103760834,-2.819268975,-2.093011925,-1.348251349,-1.225294178,4.687522181,-0.195590062,-2.010408605,-0.20476067,-1.299006972,-0.458344802,-1.512669137,3.688020646,-3.800287396,-3.905573055,-1.41131303,0.500605341,0.620052271,-0.033940566,-0.667690434,-1.04766683,1.220343839,-0.933682932,-0.531563772,2.01853302,2.847078906,0.635018793,-0.666454122,1.735478353,-1.443838505,2.678380623,2.885474045,1.743776644,-1.218105238,-1.856940701,-0.900217869,-2.672813083,-0.611421415,-1.540253323,-0.113851459,-0.209132701,-0.757213078,1.886866622,-1.285985467,0.167625472,-1.733094411,-0.328450846,0.338627012,-1.349711073,-0.288246042,1.776256247,1.060728138,0.386521559,0.559869401,-0.085358961,-0.417329318,0.540581683,0.150059301,-1.114443829,-1.039028833,-1.237119396,-0.661012681,0.187690234,0.748500011,0.351607376,0.14434751,0.234596248,-0.083947307,0.317631299,-0.080832151,-1.078108906,-0.1760022,0.57127573,0.355606891,-0.30461459,-0.583137532,-0.757526266,-1.14517861,0.059535799,0.196486316,0.027117737,-0.789693209,0.599566449,-0.61434213,0.127457869,-0.129171499,0.332646859,8.32E-16,0
GSM120512,7.019002201,2.097394863,5.740170111,-1.311885061,4.654881044,-0.487205658,-0.997557457,3.328748743,0.438412736,1.828007258,-2.703768527,-0.262932344,-0.517513185,-2.446498733,1.067315168,-1.146563767,3.163169985,-0.876307904,-0.56660976,-1.341654651,-1.280620725,-0.434391589,-1.762907673,-2.787465133,-1.088745492,-0.312309881,-0.839773779,-2.281718858,-1.56965842,-0.188323275,2.680239588,-0.769145684,1.882540052,1.399367196,0.08264455,1.124523681,2.644356471,-1.676476609,1.594108742,-2.984554148,-0.602682859,1.30856006,-1.383401675,-3.380969091,1.646616992,-0.071094457,-1.745205525,1.949970606,-2.594943263,-0.167011822,2.075619426,-3.915687529,-0.00184034,1.729935577,2.352370248,-2.58377241,-0.436657846,0.254203533,-1.106778463,-2.025449766,0.082202437,1.579827995,0.390904733,0.359897313,1.180652491,-0.676352088,1.760025407,-1.363069096,2.002425724,-2.747638236,-0.148759995,0.675434247,1.443880921,-0.181322273,0.897193339,-2.153173732,-2.494369664,-1.023734116,-0.029999193,0.003248151,1.61505195,2.529882704,2.049984359,0.222770514,0.537386625,-1.944133135,-1.505805634,-1.242432711,-1.11151927,-0.17314039,0.748571449,-1.14287591,0.252654581,0.020494638,0.560608099,-0.878398213,-1.944144492,0.266802449,1.113142929,0.049241009,0.204754711,0.178524032,-0.589849115,-0.504318867,7.88E-15,0
GSM120515,12.41004498,-5.37418844,7.649680345,-3.293401351,6.666923629,-1.840653804,-4.811288901,-0.831827821,9.650623283,2.360978821,1.450213183,-3.566848711,0.368581839,2.038152931,1.408038528,2.272274061,-0.198504109,-0.342478759,-0.138988408,2.6330499,1.136913033,3.936851848,-2.075688251,2.190489204,0.040208655,-2.214558786,-1.260445514,-0.539922161,6.995649747,3.106882296,3.283693535,1.187505355,3.383012754,-0.779001133,-1.10257939,0.782372838,0.313597272,2.857863249,-2.45396089,-1.796496425,-1.507430852,0.441689123,1.467767991,3.106204742,1.297176026,-0.848175364,1.272973767,-0.700243161,0.413049274,0.698074528,-0.138882499,-3.199900484,-0.176213032,-0.69548305,1.675413441,-1.001957561,1.117246997,1.456561481,2.07213324,2.881804911,-1.11001855,1.21621327,-1.277698698,0.496122393,0.665553489,-1.962738691,-1.281982065,-0.995781914,1.144727062,1.05686207,0.202352559,0.226325147,-1.422003876,-0.659570386,0.389986336,1.072883826,-2.043975188,0.001114894,1.811635807,0.531358668,-1.832288033,-0.035606405,0.489551073,-0.632214777,1.847983624,0.19756662,0.934619505,0.978267526,0.107150693,-1.289351639,-0.71677266,-0.134106397,-1.136437474,-0.510691884,0.723039436,0.08897027,0.03778057,-0.198779784,0.174293986,-0.442120237,-0.432437579,0.338661158,0.836402006,-0.10101119,2.71E-15,0
GSM120516,-0.93577405,5.434602615,-3.390862734,-5.000332832,3.712983446,-1.128115784,-0.268517235,1.079531334,1.148138619,3.754511897,-0.813593958,-2.295280663,2.416540553,-0.394917491,0.036859471,-2.263645274,-0.796698802,-0.00469263,-1.095571564,-1.248217544,2.353178739,1.064641195,0.354628919,-2.585648093,-1.664926841,1.113275246,1.379986089,0.935903665,-2.369993144,-2.290364435,0.963683583,0.070978824,-1.35210887,-1.023385983,0.475868346,2.096315965,2.848279224,3.600919972,-0.633952126,1.981248874,2.297868457,1.264051219,-0.257419826,-0.375198613,0.90051615,-0.122453817,-1.082752356,-0.989954437,0.876025268,-2.190934794,-1.39783898,-0.11700326,-0.961898397,0.470582097,-1.116628136,-0.301009435,-1.585054267,-3.213368667,1.09591631,0.760472472,-2.522853611,-0.584106148,-0.015183891,-1.145696694,1.185551394,-0.472647158,1.749217176,-1.740302418,0.08975915,-0.266249083,1.148473144,-0.818306166,-2.547461548,2.700458553,1.280804854,2.13160006,-0.193754138,-2.473056601,-0.780987434,1.674643164,1.25260632,-1.731043925,0.699872149,-0.812020467,-0.293055926,1.479472329,-1.48306603,1.071826297,0.565590299,-3.002610356,0.367061018,-0.852782921,0.647821706,-0.336584337,0.91129783,0.541415275,0.520555122,2.006445017,-0.356312241,-1.065270403,0.581865587,-0.875809198,-1.601587163,0.380550351,-7.20E-16,0
GSM120520,24.67898477,-2.445247096,-5.784204644,2.393085091,3.16066145,0.73758314,2.359959229,1.530241991,-4.256762588,1.222311399,-3.547728139,-1.759264308,4.883811554,-0.095273046,5.433502732,1.403235483,-4.015977097,1.835771379,-4.350469641,2.484543892,6.835838029,-5.018959267,0.194501964,-0.861343248,-9.120267952,1.038557893,-2.076060143,0.537717724,-1.883047808,0.166188038,-0.990418112,3.813609122,-1.401874942,5.884620571,3.985640206,-0.861782324,-3.460926888,-0.077178237,1.518750027,-1.721069994,-1.561329471,2.199206395,-0.419310411,2.892811895,1.859846878,-2.901726278,0.435970431,1.428450073,-1.906813902,-0.507149609,-0.898043537,0.314243033,0.120179369,-0.956257567,-2.277184161,1.438517587,1.286066299,1.336958037,1.669753712,-0.372952261,1.323090183,-0.665374968,0.069957078,0.538876221,-0.586063165,0.490397731,0.404404278,-0.004836885,0.291276259,0.073087545,0.337755267,0.487868354,-1.444419351,-0.239072137,0.001250832,0.178230279,-1.035701582,0.204003991,0.934030513,0.650657594,-0.595049764,0.842720533,0.505338819,0.360179825,0.785688864,-0.776564658,0.252488503,-0.226227431,0.318923632,0.089175469,-0.739215625,-0.314591637,0.062853471,0.720278782,0.066149338,-0.754935838,0.369338151,0.350846718,-0.190327536,0.433587434,-0.056755998,-0.078084507,-0.191882994,0.029964475,-8.21E-15,0
GSM120522,24.950489,-2.275015145,-7.837018667,7.619444797,-5.15112238,10.26416039,-2.589336003,-3.027974442,4.824248649,-9.557133656,2.289276193,1.170177071,-7.245028494,2.885023964,-3.681000211,-5.177033945,-5.023073099,-1.978624668,-1.577528681,1.63563345,-0.44503384,2.298841012,0.7444729,-4.854279026,3.0423548,-0.504662378,2.894903467,-0.604950997,-4.17598501,-1.286516199,5.447441981,-1.207211353,-0.460745648,2.301933689,1.8006376,-1.500781864,-2.270386306,0.155767816,0.201574452,-1.188367813,-0.549026785,-2.010460428,-0.853995799,1.026442361,1.327937133,0.523914965,0.578377286,0.078118665,-0.815605809,0.106504895,0.567915052,-1.075025514,-1.814562614,3.332532501,-2.309819493,-1.850685895,-0.921161495,1.08068037,-0.302372963,-0.65221205,-0.144745749,0.267120664,-1.608509553,1.086315801,-2.254938785,-1.240762197,-0.220181856,0.597672272,-0.409143134,0.826439324,1.747355709,-1.129320507,-0.991955309,0.108687536,-0.181858204,-0.895374168,-1.29865062,-0.48702071,-0.185637259,0.49587463,0.00126745,0.074060003,0.175815567,0.769491909,1.230657219,0.379878218,0.541766921,0.470240411,0.346015655,-0.682550621,-0.456857498,-0.301789705,-0.360151011,-0.302917948,-0.501135355,0.318278015,0.040815067,0.160679591,0.085704191,-0.029117209,0.065665348,-0.431746593,0.102185904,0.071907276,-1.79E-15,0
GSM120526,-2.482380877,-4.278625018,1.470077176,-2.745287388,0.05116914,-8.117030487,-4.575205792,-2.039472952,3.490989561,-4.18172331,-1.52876716,-3.117089619,3.461788785,-2.153871238,-4.000995636,1.098933434,-0.219977264,4.893840311,-0.176626103,-2.412331409,3.095172592,1.281733239,0.193518153,-1.015178265,-0.365816899,3.848119804,0.619273837,-0.908574532,-1.641428179,0.691305271,3.857271279,3.777966955,-1.804494849,0.741969234,-3.252762444,0.717860846,-4.105497548,-3.666917818,-1.059447961,2.205441732,-1.645910262,-3.65656309,-1.482632541,-0.052409942,-0.534224079,-1.34447654,-1.19489508,-3.965179804,0.291083204,-3.142432023,-0.751383977,0.749572236,-0.755029897,0.413236222,1.233248557,-0.394737211,0.015307563,-1.331342464,0.263684719,0.485933065,0.004908417,0.477754889,-1.538471092,-3.529742159,-2.786469288,-0.037954143,-2.58875055,-0.947924653,-1.349294212,-1.883140173,-0.37646989,1.852948171,0.127681686,-0.060504656,-0.763953003,-0.608762327,-0.110040475,-0.830569014,-0.738920126,-0.157279751,-0.096481105,1.352114025,0.302460268,-0.692505013,-1.167575509,0.293054874,-0.01099564,-0.024520803,-0.748607985,0.024187782,0.530008471,0.351201485,0.239003225,1.113156501,1.245845055,-1.339376326,-0.18606033,-1.127079282,-0.502928854,-0.56111149,0.768520144,0.489335875,-0.001638323,-0.524119604,1.38E-15,0
GSM120528,6.378775698,2.18533758,2.971968356,2.513284865,4.777364006,2.31719369,-3.519067304,1.601322784,2.980652159,3.768884328,2.947062378,0.148900806,0.26278042,-1.089159657,0.157108639,0.387963803,-1.539470735,-1.079662458,0.573285716,-1.924149125,-1.268382126,0.240427502,0.594871172,-2.88349216,2.836393976,0.814866216,-1.489191558,-0.094649656,0.132774757,-0.320031293,-1.333038969,-0.427201349,-0.274934715,-0.31915137,1.875198367,0.227018746,-0.600720377,0.512851362,-0.821003658,3.322971635,-1.602179233,1.095788598,0.137999532,1.789165121,-2.482839295,2.953279466,-2.24224323,1.186553404,-0.173408114,-1.012833636,-0.52930864,0.970781694,-2.570792195,-0.734906298,-1.281730902,-0.346675424,2.486629177,-0.865983535,-1.258142224,0.403349247,0.846437081,1.44726984,-0.369131314,0.741146831,1.014108739,0.410881517,-2.16558432,-0.136406886,0.84312155,0.809045039,0.143976515,-1.07622524,-0.610661605,-1.368169536,2.890529573,1.218584712,1.045049002,0.194842644,-1.117378225,-2.172569511,-0.913640491,1.431820513,0.19384114,-0.037969629,1.278042171,-0.972166527,0.896045286,1.605256319,1.931080705,0.807088159,1.747623827,0.019993763,0.575155465,0.982450946,-0.61205508,-3.080141418,0.202595136,0.911745563,0.932342993,2.062274714,1.714781994,-0.42511527,-1.422895424,-0.865194321,6.21E-15,0
GSM120532,21.30892244,2.292892192,-4.256107341,5.192478303,-4.37451923,-3.063053164,2.244547875,-2.318205523,-2.628449394,-0.784431183,1.611049637,-2.834781001,-2.022132759,-0.074750737,-0.561539211,-0.805090484,-0.622230822,-4.989121165,1.996216278,-4.011362513,5.09690161,2.438217621,0.676811047,-1.357756015,-5.670707467,-1.979535186,4.288949911,-1.390964163,0.713952502,-0.409250368,2.864526492,3.172243102,-1.535314953,-2.978796523,-0.249603558,1.685826582,1.584537136,-0.241434413,-4.456944178,-0.844413987,0.711795466,-1.308751496,-0.605115697,-0.192026671,-3.691206878,0.285748048,3.463481665,0.351245007,-0.17991054,3.099230398,1.522302819,-0.054960252,0.762191712,-0.6011805,1.393031484,1.324816271,1.133881235,3.994971148,-1.619107098,-1.263213519,-2.200857727,-1.386014351,-1.285695109,-0.793397926,2.086543539,0.828483099,2.027401293,0.384446121,-0.534293042,-0.536761541,-0.859713822,-0.331253572,-0.659442621,-1.234679468,0.094265043,1.659351641,1.164808856,0.219106277,-1.926605191,-1.134263534,-0.01876298,0.198468934,0.626219834,-1.316853545,0.57607189,-0.397106234,-0.273521808,0.365953366,-1.601120574,0.798247111,-0.295208462,0.496844332,-0.456319217,1.001828516,0.355602946,-0.507546918,-0.138271105,0.888302961,0.761170232,-0.525212903,0.781250816,-0.103467226,0.179050256,-0.323918451,1.40E-14,0
GSM120534,5.015885246,4.847706264,3.933425258,2.853854852,4.171933992,0.275814152,1.886110909,2.51752038,-1.798098198,-0.769282746,1.574985754,-0.30616111,0.697042129,-1.293480097,-0.152926082,-0.419194225,0.230507245,2.549251935,2.908283483,1.917916847,1.607329418,-0.548677778,-0.99370934,-0.271316351,1.561659908,-1.182457753,0.715397208,0.335524172,1.184290694,0.165780844,1.26287016,0.778627442,1.334358796,1.123732445,0.433398217,1.957333449,0.519220945,4.219624237,2.614249151,-1.731270854,-0.691847478,0.9445561,-1.644990945,-0.48053521,1.572516199,0.514092494,2.485851662,0.410835808,0.066985714,0.30411675,1.878350456,-0.538072515,-0.368950822,-3.668793772,-1.532702469,0.151558483,-2.462621959,-4.71785705,-0.279542542,-1.484779867,-0.576571697,1.620778083,-3.030086629,-3.168183076,-1.433431435,0.262315188,-1.306137885,3.301629847,-2.357328492,-0.417352641,-1.369192429,-0.250819668,-0.29536672,0.317155024,-0.395498902,0.340354464,0.895536779,0.481542727,0.50336055,-0.2713827,0.957536892,1.317714019,1.35256445,-1.254421569,0.505286909,-0.618193869,1.169609526,0.255446304,-1.39716689,1.343543542,-0.671466784,-0.531494959,0.684441024,-1.549268672,-1.534541803,1.45959638,1.412135373,0.884353711,1.444818108,0.285715874,1.385446128,0.708842167,0.549923444,-0.406223046,-8.67E-19,0
GSM120536,18.20311554,-1.157387162,-3.999583144,1.555687253,6.765902937,-7.263625768,2.719864121,2.276004596,-3.689995356,0.204991821,-1.721692142,2.135998574,-0.39794665,1.17527519,1.264695364,-3.364968264,-2.283542766,1.020051031,-1.761844077,-0.474779453,0.493673501,-0.290348378,-0.762120684,1.493627674,1.49734946,1.314228699,-2.759591713,-0.883478132,2.057828932,-1.467731735,-0.127793513,-1.165053073,-1.739458954,-0.612609944,1.064518986,-2.591530681,0.061177844,1.928235126,0.4364356,-3.590432925,-0.579274912,-1.247032157,-1.389976623,1.986034157,2.421014477,2.402724753,-1.189713031,-2.051430995,-2.553580463,-1.602866956,0.665931008,-1.879042525,-1.786037808,-0.22464692,1.174749813,-1.606900618,-2.954937662,1.403447235,-1.604117469,0.628141477,-3.252918728,-3.827438758,2.346849244,-1.646478793,-0.286886669,0.562582219,-0.673416233,1.513283771,1.421059163,-0.327603802,0.026756063,0.486282415,0.046869752,-1.817479742,-0.573772554,0.281805076,0.586546651,0.588740577,-1.844129604,-0.150438295,-2.010082377,-1.465242139,-1.312505832,0.503061273,-1.309205474,-0.277150436,1.492376103,0.278984425,1.02799244,0.344050409,2.885470425,0.027850216,0.074198303,-0.236577696,1.249571632,1.360981769,-0.875954367,-0.08492576,1.169444558,0.085646178,0.497933697,-0.082252412,0.223633114,0.267306868,1.08E-14,0
