,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79,PC80,PC81,PC82,PC83,PC84,PC85,PC86,PC87,PC88,PC89,PC90,PC91,PC92,PC93,PC94,PC95,PC96,PC97,PC98,PC99,PC100,PC101,PC102,PC103,PC104,PC105,PC106,PC107,PC108,PC109,PC110,PC111,PC112,PC113,PC114,PC115,PC116,PC117,PC118,PC119,PC120,PC121,PC122,PC123,PC124,PC125,PC126,PC127,PC128,PC129,PC130,PC131,PC132,PC133,PC134,PC135,PC136,PC137,PC138,PC139,PC140,PC141,PC142,PC143,PC144,PC145,PC146,PC147,PC148,PC149,PC150,PC151,PC152,PC153,PC154,PC155,PC156,PC157,PC158,PC159,PC160,PC161,PC162,PC163,PC164,PC165,PC166,PC167,PC168,Class
GSM152881,23.33703917,-3.06094207,-8.456042032,5.302470072,-8.985440338,-2.883495957,-2.106722721,-2.559919615,-2.086363757,1.262814785,-2.422899355,6.818801243,-1.836692296,-2.768234145,0.380925626,-3.24385648,-2.935776636,-2.30E-05,0.205527751,0.967818838,-0.306462697,-1.974465079,-2.48101538,-1.843912016,0.020713382,-1.941053221,-2.789188877,3.279740576,-1.911919643,3.731239389,1.957382465,-0.098877728,-1.824716793,-2.64517728,-2.752497455,-0.822638422,-0.878520252,2.494442076,-0.40281707,0.698685025,-0.217306085,-0.271374875,-0.43958066,3.009517715,2.128702525,-0.856937459,-0.640767101,0.76802987,-1.056617889,0.043041532,1.414429699,-1.900791894,0.625239753,1.041916954,0.065068947,-1.228948221,-0.233444196,-0.414545254,0.820131676,0.10087903,1.251500158,-0.133886328,-0.198642361,-1.944335829,0.284688457,0.390202648,-0.068030003,-0.544643404,-1.784898037,-0.077029247,0.714495824,-0.377328489,-0.600519716,-0.612677689,0.117470516,-0.238363379,1.130359386,-0.458025646,0.310378286,-0.23033955,-1.639965612,-0.677545565,0.10001194,0.660049842,0.421971277,0.045499643,-0.210735722,-0.45299753,0.50961738,-0.433094327,-0.456661727,0.282365452,0.096578986,0.584434948,0.780405965,-0.554181889,1.325987374,0.852471837,-1.140711898,0.190253322,-0.043894125,0.232987259,0.541607578,0.257411956,-0.134802592,0.494107643,0.092789872,-0.138917999,0.328978087,0.123229548,-0.662260579,0.013194668,-0.154338676,0.076710224,0.32188111,-0.96676603,-0.824664711,-0.051675032,-0.142140743,-0.261057604,-0.037985049,-0.015548517,-0.032510948,-0.218424417,0.08000164,0.237707,-0.087606125,-0.234886368,0.322334291,0.345200207,-0.401103318,0.273812892,-0.18105008,-0.513371824,0.118011475,0.222981824,-0.554620026,0.097629101,0.023314216,0.010097991,-0.063771092,0.522580863,-0.033611802,0.123619945,0.074270895,-0.139706624,-0.338057177,0.068776246,-0.167570401,0.234574475,0.32740718,-0.194735069,-0.00759754,-0.13429967,0.091523124,0.027442225,-0.003457556,-0.104096131,-0.19061047,-0.082307552,0.116626819,0.232986539,-0.046814535,-0.141209015,0.112131971,0.074464659,0.12515847,-4.30E-15,Tumor
GSM152882,9.099195065,-12.49974358,-3.868377666,0.154500465,-6.373037078,0.328915509,0.373164261,0.997255249,-0.044333029,3.300637458,-0.529037735,2.301774392,-0.344335734,0.199074182,3.342638379,1.690810039,-1.905715604,-1.076606029,-1.079827803,-1.157345513,1.194368832,0.371695801,1.62795043,3.44242466,0.464270796,0.985561743,1.142887493,0.313661878,-0.614765038,0.135683727,0.622475834,2.68883546,3.185259798,-0.423453625,-2.829052485,-0.134429091,-0.879914499,2.541314526,-0.615550708,-0.999054675,1.391198419,1.031708406,-2.122187796,0.394680203,-1.743626165,-1.79857598,0.243162638,-0.997674194,-0.619400241,0.951644617,-0.092468473,-0.111785295,-0.823755266,1.162328936,1.788695904,-0.563093866,-1.259721142,-0.553630856,1.245580521,-0.47827266,-1.433939528,-0.218223419,-1.71042307,2.764710499,1.491386717,-1.371808434,0.259742477,-0.556038599,-0.789217739,-2.219148875,-0.076942084,0.564491217,-0.446406799,1.109216399,-0.168191598,-1.134451551,-0.810641945,0.516930681,1.13874336,-1.184323526,-0.271662979,0.783451003,-0.071657229,0.671779707,0.72103629,1.672138902,-0.41840994,-0.367410752,-0.510155917,1.40714624,-0.131241471,-0.793353608,0.346051983,0.049754425,1.218061983,0.007788198,-1.574477126,-0.336690427,0.332368552,0.207672882,0.442349241,0.496640308,-0.06203956,0.487141244,0.91902331,0.606133431,-0.094617123,0.30217505,-0.519255651,0.007498961,0.679429102,-0.802111113,-0.505115831,-0.089355366,-0.364850337,0.445052266,0.39551699,-0.545207796,-0.357281502,0.048499048,-0.055554269,0.783246464,0.072703652,0.072028101,-0.109154058,0.058791673,-0.427987034,-0.704010013,-0.096458721,-0.083220704,0.151329312,0.037669848,0.118429733,0.124715371,-0.287738605,0.816995975,0.557915377,-0.436352439,-0.174828887,0.522568176,0.228843749,-0.455705141,0.192949461,0.100659569,0.132780807,0.277929656,0.451342601,0.103709826,0.12799539,0.038065806,0.211944614,0.16724122,0.059730343,-0.304496577,0.215189306,0.293223668,0.189560024,0.317881491,0.048892524,-0.126410881,-0.10769656,-0.193886351,-0.025967685,-0.122686051,-0.254601419,0.161748472,-0.021452541,2.79E-15,Tumor
GSM152883,25.26730736,-11.95514846,12.00683481,1.180826424,-5.364094274,-2.386827074,-2.095694765,-0.930588361,-1.117812208,1.66316313,-0.817354138,1.489026443,-0.829206529,-0.110276066,3.329395665,-2.35876407,-0.889321218,-1.304305078,-1.382564569,-1.734685289,-1.069966974,-3.310444573,1.743265998,-0.220134114,1.476292099,2.271827795,1.595936524,-0.789294977,0.244214819,-1.598478291,1.407635774,-1.914048817,-0.852947546,-0.454785108,-0.675018773,0.908995171,1.908425163,1.843632972,-2.308237771,0.423566616,1.089457179,-0.948938599,3.045927092,-0.327595878,-1.437237447,-1.374493176,-2.650518246,4.524064598,0.884615545,-1.410543881,1.506411373,0.698877648,-0.338462432,-0.796088938,0.558089771,-0.207096607,0.909951285,-2.538062626,-1.211935307,0.736827496,-1.59762327,-0.418575577,1.020396399,0.20238732,-1.227042818,-1.040722591,-0.624340481,-0.436779048,0.319764978,-0.864184999,0.689603027,0.284309832,0.071064558,-0.503212711,-0.122216762,1.510645287,0.402048484,0.407949412,-0.609545228,0.527903438,1.833691547,0.659600683,0.209280597,-0.94937203,0.720599965,0.775113276,0.121906104,0.486840859,0.758693552,-0.443935116,0.461354378,-0.699823384,0.575772123,0.603698764,0.408198554,0.457745446,0.552398573,-0.675593831,-0.52265044,0.654525906,0.004319687,0.184172767,-1.14430297,-0.371073994,0.303647279,0.451926097,-0.233907325,-0.353189139,-0.099225017,0.040179754,-0.146848678,1.051087279,0.873315356,-0.194065281,-0.073323089,-0.249568663,0.367689838,0.46001117,-0.04700155,-0.032706125,0.224825577,-0.603611137,-0.301956373,0.143676736,-0.545498355,0.16600807,0.082067071,-0.100293533,0.062041126,-0.311670441,0.515857302,0.29112403,0.611874948,-0.078743721,-0.275188785,-0.552910194,0.067874587,-0.022965746,-0.475229178,0.258980879,0.004684599,0.128030951,-0.091851987,-0.326112685,0.191452431,-0.039876412,0.089983653,0.361394556,-0.113930151,-0.178584194,-0.159727193,0.055700936,-0.162073981,-0.089173529,-0.090197753,-0.04366613,-0.101314062,-0.229022743,0.264608405,0.091602747,-0.108342764,0.077859958,-0.122354385,-0.075589764,-0.148220817,-0.003271178,-0.219217764,-1.04E-15,Tumor
GSM152884,14.98531178,-8.515456952,5.476149844,-6.578377722,-5.405271221,2.193471168,11.07689018,0.227544327,5.593452277,6.530887762,16.22038357,0.683004122,-6.902140759,-1.259979515,-4.58272166,-7.436215455,0.477428776,3.734297736,-4.227218541,-0.052799318,1.26820332,1.280779271,-0.267773309,-2.171714321,2.529867555,-0.491092872,1.108737266,0.093913658,0.886054112,0.43464463,-2.806255339,0.53965021,0.330611756,1.405461318,0.09435118,-0.931046978,-0.850262345,-0.639492045,0.396747332,-0.258355702,0.629934341,-0.20885086,0.144637301,0.114620855,0.301721799,0.440515345,0.110060456,0.579500831,-0.69607995,-0.144059308,0.745652537,0.447609485,-0.132729183,0.45463221,-1.042000208,-0.587375471,0.207440554,1.016027467,0.612124537,0.502553356,-0.181737521,0.106140197,0.29023781,0.280616112,-0.169142714,-0.126996644,0.273636556,-0.541931902,0.504196175,0.072260124,0.04284361,-0.278460225,-0.206123238,-0.352108049,0.06821081,-0.397495927,-0.109347744,0.068785687,0.051653483,-0.204784759,-0.224684349,0.373206889,-0.021235752,-0.279281779,-0.07098267,0.292912565,0.383151363,-0.156220955,0.2529621,-0.101091569,-0.340898227,0.022666438,-0.080668661,0.102921537,0.047730317,-0.0364489,0.084006053,0.388682945,0.257277566,0.169618743,0.112981217,-0.038114789,0.28911576,0.137325286,0.343726944,0.264735493,0.007519204,-0.314115786,-0.273108941,-0.12770315,-0.091716236,-0.543069995,-0.038676702,0.009066766,-0.001168949,-0.121760882,-0.1185061,-0.102876585,0.236091238,-0.147886317,-0.099667058,0.044757977,-0.22044491,-0.135943473,-0.068758265,0.047920225,0.213198575,-0.079644333,-0.329691456,0.035407103,-0.117588665,0.15608692,-0.213226261,0.016762252,-0.010486833,0.102329957,0.003329077,0.031240182,0.06658429,-0.08455656,-0.110518637,-0.025422624,-0.032032875,0.003163469,0.134478673,0.028772897,0.095606847,0.10103159,0.049823605,-0.018225398,-0.014735132,-0.057129049,0.000232769,-0.140249474,-0.045240012,0.055550594,-0.110617628,-0.079761638,0.021839552,-0.094179262,-0.084237514,0.141500806,0.102519408,0.043031133,-0.025680565,-0.000391718,-0.06647061,0,Tumor
GSM152885,30.15018278,-16.22276198,16.14144527,0.146264355,-0.070709947,-4.579062176,-5.602914432,0.121045934,-1.610050801,-0.514176231,-1.847506783,0.028607272,0.263721697,0.947238971,3.087754496,-1.24458654,-1.908295149,-3.236318257,4.04451086,4.788738185,1.98034515,0.572074139,-1.182485818,-1.164756983,0.769284976,0.004423774,-0.751060744,-0.404875652,1.659758671,-1.623878531,-3.477355552,2.832063474,-1.010311374,-1.891453127,3.15112009,-0.064596496,-0.530737846,-1.250984062,1.097473834,-1.705302924,-0.39125545,1.492095467,-0.909086931,-0.729657578,1.535128263,-0.297670631,0.078650204,1.846056704,-1.329422149,-0.804253722,-0.08534884,2.504777133,0.18525968,-0.764468081,-0.360552314,-1.360355232,-1.442299878,0.451095444,1.716405305,1.522427499,-0.81137356,1.42728002,-0.168200322,-0.837218902,-1.221268818,0.918460445,-1.386483198,-0.44813845,-0.45473978,1.52617382,0.740370426,-0.48859049,-0.323258419,0.478018776,-0.141844296,-1.215455133,0.89266089,0.050655678,-0.295225246,0.711606995,-0.738822311,-0.383841504,0.782156249,1.376022982,-1.079076298,0.194023393,-0.463462903,-0.099201475,-0.65909197,0.540294333,0.882591603,-0.187960476,0.720656119,-0.0123001,0.289513022,-0.363443294,-1.203521372,0.0606443,0.716338279,-0.746556906,-0.105051651,-0.148021902,-0.230457635,0.03077416,-0.175960156,0.191351529,-0.361967713,0.075650507,0.502766523,0.227813137,-0.043853281,-0.563907487,0.204852656,-0.237413788,0.579652728,-0.143894249,0.029639675,-0.014701272,0.353602172,-0.318761673,-0.199966039,0.657921693,-0.282971463,-0.098851921,-0.139989053,-0.035588337,-0.087921623,-0.145665585,-0.408497337,-0.131231425,-0.496492241,-0.039154387,-0.364815156,0.357538223,0.234395646,0.174323353,0.273222784,-0.005769141,-0.117896179,0.000937553,0.232796572,0.356546076,-0.045505244,0.177130114,0.074576382,0.030023027,0.22078505,0.131499664,0.268135637,-0.22264438,-0.158245161,0.009104203,-0.194899994,-0.055147415,0.224826816,0.002939753,-0.148999532,-0.126772522,-0.085335742,-0.409536081,0.149346325,-0.090179337,0.211205217,-0.026937064,-0.104513089,0.147409707,0.012712602,-1.18E-14,Tumor
GSM152886,28.11110514,-10.12002644,1.237586558,7.531928521,0.099512171,11.97509113,4.392131696,0.708869037,-0.052311534,-1.019350483,-2.266987287,0.118497954,-1.920783117,-0.381648727,1.860809542,-2.065422667,-0.136967482,-3.268647664,1.854003774,1.915983165,1.417809141,1.850846119,-0.64957373,2.252680017,-1.467198239,0.728571205,1.055500326,0.225314509,-0.997274365,0.183873666,0.184734083,0.61080755,0.197007444,1.688336213,2.320592091,0.027311427,0.009349012,-0.65298845,-0.775042922,0.708522151,-0.434773565,0.871680762,2.388897778,0.865999068,0.801489579,-0.538394551,-0.970746844,-0.251808687,0.289789734,-0.810068177,0.335090543,-0.560177525,0.676765545,-0.229330739,-0.446405726,1.413361089,-0.146232195,0.313932747,-0.446892429,-2.017860139,-0.469708601,1.724847303,2.607787591,0.110159067,-1.071808282,-0.450546653,0.096214823,0.84535324,0.909357691,-0.980365277,-0.583186714,-0.394242299,0.054774179,-1.224759329,0.725957814,-0.336155837,0.861734353,0.741214456,1.242810961,-0.556821481,-1.034657909,-0.031840412,-1.616538982,0.216374575,0.187989096,-0.040010379,1.378160276,-0.821052236,0.689381104,0.527887722,-1.20703588,-0.512117707,-0.329477721,0.373137131,-1.023327162,-1.253346072,-0.172924596,0.330864086,-0.352259236,0.523740613,-0.486632561,-1.375004367,0.495873858,-0.477587298,0.144686962,-1.438759065,0.490761311,0.050374933,-1.069234663,0.694015495,0.668653794,-0.144343081,-0.564874668,-0.049607148,-0.418299026,0.6866433,-0.130731741,0.545385161,0.202897449,-0.263453138,0.585609142,-0.295827577,-0.132715744,0.259160161,0.227739352,-0.092538926,0.117368829,0.096402695,0.126990302,0.295718338,-0.229068926,-0.204735742,-0.62444076,-0.028502512,0.015535588,0.310965525,-0.192994419,0.240020414,-0.520873975,0.602164142,0.631557504,-0.200555735,-0.324228398,-0.396594847,-0.405832684,0.341466953,-0.555104522,-0.017253075,-0.420060074,0.052767225,-0.148884023,0.214577366,0.218990148,-0.357107021,0.569567221,0.210821761,0.163068495,0.425569473,0.109656713,0.248404945,0.041261966,0.023410377,-0.04833698,-0.2816543,-0.051976588,0.037019365,0.206537984,5.38E-15,Tumor
GSM152887,31.32718117,-18.65954433,20.18940192,-1.372480238,-3.128193522,-6.138215764,-5.242406112,-1.071840891,-0.12414848,0.597787477,-1.115147031,-0.412840054,-1.635308043,0.546523876,0.837189504,0.056935466,-0.510244393,1.03805454,3.035391638,0.093171144,-0.607491409,1.801880757,1.159672429,1.867125644,-0.127563912,2.751136978,1.749617618,-0.86241206,3.204555132,-0.429680648,0.959898666,1.8622647,-2.40938931,0.536776596,-1.036297798,-1.535777805,-0.663670968,-0.186305418,0.950328961,-2.520639823,0.716526201,0.494543964,1.439874185,1.444070672,-1.152008254,1.890970283,1.363603781,-4.425417334,1.08997159,1.897258616,1.157275242,-0.555455988,-1.731793266,1.389147185,0.528020339,1.009513005,0.062154318,0.543735714,-1.649598725,-1.012669461,1.795509069,-2.043252724,-0.400614884,-1.281075086,1.294619221,-0.43476963,1.323168976,-0.626784072,-0.150527991,-0.184196688,0.696508758,-0.716280373,0.305911208,-0.381358148,-0.069331073,0.525443411,-0.995264423,-0.859837323,0.412596294,-0.297109937,0.074572665,-0.47103341,0.4075452,-0.487580335,0.207629248,-0.499399769,0.581610452,-0.126130695,-0.065695273,-1.217170686,-0.381260006,0.486929896,-0.965313205,-0.396160412,-0.116409935,0.290620744,0.155089501,0.294599898,-0.433328692,0.517146329,-0.583654999,0.031510307,0.331934007,-0.390794407,-0.775208962,0.223235048,0.423644723,-0.414826311,0.108670536,0.143740005,0.025826567,0.237582398,-0.077496294,0.479670992,-0.209567678,0.127651275,-0.239478816,-0.092597962,-0.309881515,0.128923962,0.286906087,-0.152801192,-0.063150897,0.015386246,0.334225317,-0.153721504,0.06689548,0.174871553,0.48853351,0.196324533,0.320406744,0.248605019,0.015962503,-0.114584424,0.03187807,0.238012753,-0.504238811,-0.099259602,0.404781965,-0.020484974,-0.322066851,-0.262680629,0.183258445,0.129308824,-0.169590518,0.061053052,-0.294062256,-0.163443876,-0.055179061,0.227154851,0.170211119,-0.138889245,0.091004464,0.157931199,-0.251063124,-0.017989444,0.03289038,0.072602406,-0.067554195,0.18045821,0.021678916,-0.156258927,-0.082057331,0.106278973,0.072337797,-0.163951577,0.044308864,5.78E-15,Tumor
GSM152888,18.49674399,-7.999180038,0.530184919,0.313775008,-0.929409293,7.611985819,7.25377988,2.283880691,0.413432398,1.554270536,-1.15557006,0.594251792,-0.008392725,-0.303837236,0.372078532,1.121538798,-2.189171327,-2.572854618,-2.741397979,0.090748826,1.395900956,-0.591809175,-2.236041932,-1.017212857,0.587919558,-2.188549096,-4.724332797,-3.849619421,0.839448015,3.394469427,0.667367627,2.27236242,1.027144961,-0.508114549,-0.962908635,1.53651523,-0.613913062,-1.548191662,-0.034574832,-3.582332623,0.040104068,-1.03513348,-0.232840736,1.021347375,-0.694803813,-0.698698199,1.884183185,0.396044061,1.025759441,2.198059632,-1.671408516,0.69520743,-1.490886292,-1.17619307,-0.146570385,1.354546187,0.439411789,-2.218738034,-0.3611623,-0.446296048,-0.625482812,-1.403495515,-0.433767369,-0.77252208,-0.731341018,1.629351781,0.715469024,0.758718325,-0.34149334,1.087361469,-0.446209647,-0.218748835,1.425969714,-0.708327942,0.43449474,-0.915661104,-0.14140699,0.039126068,-1.043263962,-1.215731609,0.497682525,-0.533841105,0.080957428,-0.541281929,-0.085369177,0.341772141,-0.894582907,1.708441988,-0.741814027,0.564131797,0.420693693,-0.135630655,-0.009806492,0.321490324,-0.787508971,-0.316706518,0.713547761,-1.031113118,-0.929121884,0.125732998,-0.287183167,0.042498438,-0.581544408,-0.539371706,-0.140588891,-0.702459387,-0.233723002,0.797077387,-0.001473771,-0.508154186,0.401719116,0.343634602,0.003139061,-0.025992016,0.02267779,-0.17417478,0.57306067,0.086410299,-0.359809236,0.164810128,-0.417266291,-0.078775139,0.183055885,0.064833425,-0.110154363,0.726944945,0.018784335,0.800480118,0.349143056,0.349014604,-0.621018219,-0.505560519,0.814053892,0.572996357,-0.01294615,-0.34755969,-0.180057894,-0.322237645,0.405956672,0.078314125,-0.010882806,0.138334381,0.156926751,-0.111200753,0.207797137,0.229909544,0.259971242,-0.167594335,-0.171688916,-0.112229047,0.09581289,-0.120238021,-0.31338663,-0.017260552,0.064712271,0.393626162,-0.037196292,-0.357054442,-0.172324581,0.374747199,-0.055456173,-0.152311012,-0.119108569,0.016443646,0.087136288,0.032990932,-0.058419273,5.05E-15,Tumor
GSM152889,28.35487056,-8.826115945,-1.455782723,7.725232546,3.422411107,11.26545064,1.48139664,1.320734291,-1.572249987,-2.87518466,-2.562480067,-2.228795934,1.290467904,-0.334100331,-1.339515907,-0.211676034,0.646888933,-1.433450562,-0.165584158,1.145681844,-0.552003232,0.014665535,-1.707776976,-2.462573827,-0.262402293,-3.115247645,0.934804397,1.934319504,-0.345643491,-0.657971864,-0.979897682,0.704121245,1.26125808,1.037089499,-0.840228313,-1.420026142,0.088241499,0.220607306,0.687708157,0.692138881,1.780071548,-0.169823418,1.093307959,0.242776253,-0.493148232,0.864465811,1.38472657,0.835960203,1.789139749,1.539680775,1.394677262,0.053649094,-1.306742286,0.053344467,1.289320545,-0.586446641,-0.091433039,2.726924344,0.147190085,1.204997897,0.922623877,0.258851151,1.36774675,1.71035232,0.753700341,0.972425149,-0.776808575,1.105336714,-0.972623667,0.938460974,0.671921884,0.035072405,1.00217251,0.428093351,0.539557931,0.916965899,0.301700481,0.327117979,-0.053711075,1.403893422,1.677479639,0.376266027,1.433445149,-0.472505753,0.955411466,0.39341498,-0.076670552,-0.257883094,-0.623868145,-0.538718406,-0.543458127,0.170073637,0.503473404,0.635447121,1.046662162,0.766220793,0.590073802,-0.294378911,0.404329019,0.329950131,0.829234798,0.402043896,0.968284661,0.436504284,-0.370635139,0.759674167,-0.04004513,0.217247256,-0.956654668,-0.033508472,-0.475293793,-0.604875651,0.556749037,-0.936204514,0.247364084,0.016534024,0.553271238,-0.195692241,0.248615936,1.372750592,-0.05929924,0.671312033,0.029411344,0.395612842,0.433353236,0.195971785,0.188615233,-0.35510138,0.178844774,-0.673329064,0.34821037,0.492606891,-0.109192964,-0.382758231,-0.215933059,0.273211924,-0.289365638,-0.237204769,0.239754167,-0.295879802,-0.047904469,0.064127851,-0.157503029,-0.516408296,0.257927555,0.079192178,0.289708617,-0.308095212,0.848575394,0.408355921,0.373872319,0.010139466,0.325737225,0.043266468,-0.329346677,-0.222019379,-0.289420731,0.038461768,0.368234674,0.112311976,0.120249331,-0.023574967,0.225160503,0.064490631,0.171791541,-0.486935454,0.071406471,-3.88E-15,Tumor
GSM152890,23.48533839,-6.023048971,-1.276296374,2.083582697,1.345252489,8.671846723,4.464695514,0.198194651,0.93689863,-2.0789474,-0.98694534,-2.350614028,-0.595455173,1.644467565,-0.439879319,1.4119873,1.449813677,-0.470826955,-2.908469234,-0.789047264,-0.962012136,2.351881111,0.611043576,-1.090443389,0.102752762,-1.433266078,1.066973135,-1.006597046,2.289538032,-1.164852228,1.143415995,0.335543544,0.583157701,-1.291651668,-0.853905296,-0.444717452,-0.142066989,-0.009274137,1.121669977,-1.548030564,0.433578228,-1.218797116,-2.553664792,-0.529035815,-0.163568269,0.792779325,-0.848871592,0.728578645,1.771707557,-0.800651797,0.602745351,-0.597667399,1.769698476,0.360179638,1.1657619,0.21541481,-0.486767041,-1.316117278,-1.136918724,0.142104379,0.63013203,0.468448834,-0.844727108,-0.356233855,2.712029196,-0.343807843,1.086793659,0.374074018,0.052759553,-1.190257573,0.41377872,0.207066335,-0.869119612,0.774842898,-0.651477498,0.28340903,1.023602016,0.241925827,0.05448115,0.762133779,-0.562011927,0.507454876,-0.678835352,0.06186991,-0.318448784,-0.972463972,-1.549616369,0.358125777,0.257475866,-0.282271749,-0.0600028,0.467098319,1.489312892,-0.779040943,-0.653226569,0.181653316,-1.477135211,2.430697506,-0.049674625,-0.053991548,-0.660759449,0.010137016,0.088762812,-0.062389761,-0.986032551,0.335842641,0.346953252,1.012876216,0.660037356,1.331545963,-0.118661217,1.291769401,0.206137209,-0.990876416,0.832866284,-0.457503882,-1.209269332,0.281031646,0.426093404,-0.515958817,-0.308076852,-0.603776242,-0.678430753,-0.355330107,-0.813631441,-0.389638279,-0.209717463,0.112150897,-0.588961817,0.126658924,0.771339644,-0.20925672,-0.310399675,-0.365011809,-0.218846229,0.059474127,0.378887924,-0.163417246,-0.015712771,0.322601412,0.057662279,0.380097755,-0.364096571,0.063160064,0.527444072,-0.280656015,-0.008427899,0.037129073,-0.331901324,0.071609834,-0.469073608,0.037179595,-0.437465472,0.505309939,0.106433876,-0.190126066,0.303803305,-0.298924482,-0.318692413,-0.27993547,0.062743403,0.052469378,-0.104781739,-0.023022067,0.054223202,0.093775149,0.04565674,-1.65E-15,Tumor
GSM152891,25.95668592,-7.031822323,-11.50157986,0.576330256,-5.990376958,-5.16076623,1.291064271,0.603859119,0.417738894,0.200421596,1.539996564,-2.737637339,-0.762202467,0.475688607,1.432028504,1.167632144,1.07249722,-0.326447714,0.99328102,-0.907299836,-3.204498029,-0.859779152,0.081560376,-0.496701401,-1.851073924,2.3832509,5.409981548,-1.170369392,0.746947674,-2.229152792,1.613148915,0.385234813,2.847025639,2.728655757,1.640263648,0.855843502,0.139536912,-3.017038374,1.84979735,1.678942344,0.366173567,1.907972636,-3.835833616,2.443077398,-2.314264478,-0.301638653,-0.157516814,2.1637984,-1.630893424,0.631737037,-1.405854158,-0.92609021,0.675955505,1.059209348,0.927590218,0.861017139,1.345698299,-0.164852488,-1.390952069,1.879311553,0.861633584,1.034980075,0.224100157,-1.654843917,0.353662078,1.251303505,-0.68983384,-0.553639616,-1.993354232,0.933268192,-0.716856352,0.682124657,0.423680627,-0.279996001,0.107702332,-0.240724859,0.519057486,0.905663545,0.912000088,0.562327422,-1.221454843,0.05375609,-0.185360242,0.604744328,0.011615968,0.762470349,0.154178042,0.857693684,0.320542157,-0.266724437,0.417650157,-0.221046768,0.161928714,0.295245047,-0.822112186,-0.136985242,0.817065891,-1.126529519,-0.160723057,-0.305020514,-0.271808621,0.317058667,-0.227417897,-0.243262825,-0.011664648,-0.089937265,-0.170904688,0.208836958,-0.129032685,0.321507616,-0.547447784,-0.08332858,0.115641759,0.202867674,-0.093686297,0.052947326,-0.008249752,-0.011958962,-0.654205878,0.103947615,0.219621856,-0.048653349,0.315228515,-0.422533603,0.653377511,-0.147247358,0.263128871,0.215644883,0.202079391,0.197268217,-0.437920226,-0.385540848,-0.253341698,-0.032193312,0.363370378,-0.491747531,-0.460443984,-0.189560928,0.236349847,-0.201933652,-0.23731568,0.002297042,0.042896412,0.095071664,0.076439366,0.258472342,0.087308996,0.204691092,-0.077202549,0.064080646,0.235377145,-0.030119127,0.054763858,0.067364937,-0.150900629,0.198479822,-0.158078974,-0.071866008,0.114552552,0.041878785,0.013252097,0.085861604,-0.073171613,-0.115679354,0.138779866,-0.070469741,-0.086557584,4.30E-16,Tumor
GSM152892,24.33445579,-4.826085863,-3.037690975,8.54992881,1.9197984,11.92486939,0.381463564,-0.519606338,-1.280123518,-1.511510543,-0.942771312,-1.075957358,0.385868484,-0.480472186,-2.22843663,-0.407631228,0.142459746,1.396910582,-0.61690465,-0.799300835,-0.532451474,-1.288436158,1.095156612,-1.822170968,1.170843055,-0.70718926,-0.384887532,1.53252534,-0.794159232,-1.320758407,0.203820867,-0.598965698,-0.118641008,-1.101654078,-1.390427908,-0.436739282,0.611853402,0.6312759,0.859227375,-0.714040673,0.010380189,-0.919372518,-1.188325671,0.639283117,-0.904596532,1.212515217,-0.307680313,-1.143136607,-0.624068248,0.578386312,0.573910982,0.64785852,-0.957687451,0.672830108,0.233168527,-0.877149447,0.607482989,0.936371142,0.179044596,-0.047397321,0.094102926,0.560137598,-0.666086706,0.298135655,-0.165997705,-0.341903524,-0.096663363,-1.002895696,-0.665112433,-0.298310399,1.009966161,-0.166947477,-1.395470967,1.116769154,-0.768456824,-0.430886733,-0.613763587,-1.435435736,-1.582856767,0.653321914,0.874616364,-0.60804915,0.119730842,0.9861877,-1.281522463,-0.508105852,0.761772053,0.471114324,1.438612286,-0.477542191,1.174070013,0.429210238,-0.863359561,-0.249501967,0.166980072,-0.198957391,-0.721801721,-0.986297412,0.553328015,-0.757642469,-0.147582544,0.483412289,-0.793039057,-0.98730603,0.121521833,-1.29326974,0.397140606,-1.722909871,-0.196835769,-0.332840296,0.266321025,-0.385495564,0.23687281,1.657091614,-0.460062569,0.768707258,0.629660045,-0.248337225,-0.074450235,-1.297232172,-0.21925327,-0.518637567,0.746194237,-0.826799349,0.518858613,-0.25550853,-0.545328409,-0.534875029,-0.149733915,0.310792967,0.029797644,-0.153560292,0.730904731,0.019890498,0.824987634,-0.936049187,-0.334935768,0.249508923,-0.3019639,-0.518568637,0.231825262,-0.30638449,-0.04745125,0.407384962,-0.382657069,0.100992454,-0.141068363,0.702920331,-0.432760871,-0.525250468,-0.239508284,0.274362266,-0.077361173,-0.049532053,0.099592278,-0.071969741,0.07435379,0.009428664,0.201897784,-0.407990501,-0.083089286,-0.261572772,0.069642575,-0.14055004,-0.341865339,0.291483103,-0.261306702,-1.24E-15,Tumor
