,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79,PC80,PC81,PC82,PC83,PC84,PC85,PC86,PC87,PC88,PC89,PC90,PC91,PC92,PC93,PC94,PC95,PC96,PC97,PC98,PC99,PC100,PC101,PC102,PC103,PC104,PC105,PC106,PC107,PC108,PC109,PC110,PC111,PC112,PC113,PC114,PC115,PC116,PC117,PC118,PC119,PC120,PC121,PC122,PC123,PC124,PC125,PC126,PC127,PC128,PC129,PC130,PC131,PC132,PC133,PC134,PC135,PC136,PC137,PC138,PC139,PC140,PC141,PC142,PC143,PC144,PC145,PC146,PC147,PC148,PC149,PC150,PC151,PC152,PC153,PC154,PC155,PC156,PC157,PC158,PC159,PC160,PC161,PC162,PC163,PC164,PC165,PC166,PC167,PC168,Class
GSM153219,-7.324418294,-1.384056311,0.714312133,-0.846419168,-1.140075038,-1.070048146,4.823404454,-1.774392892,0.109285674,-1.301690289,-0.421765624,1.276592026,0.568243896,3.032499466,-1.013745605,1.190668352,1.116164499,0.978056431,1.153220798,0.647355908,-0.383903305,0.427465748,-0.212607165,3.294340498,0.33908223,-1.300490039,-0.201034312,-0.181393733,-1.814908201,0.689642412,0.008381697,0.357120467,-0.861714998,-1.293836105,0.645823268,1.006584116,-1.07656877,-0.436201585,0.0997261,0.710718763,0.606832129,-0.068637075,-1.389236179,-0.801868846,-0.789621362,1.330964696,1.955991874,4.412933347,1.785164206,-0.177341674,0.622799245,0.865570413,-0.661872481,2.446653539,-2.001920639,-1.204973019,0.098064321,-0.542958217,0.144328552,-1.339145651,-0.001624991,0.774976175,1.246652612,-1.19981106,0.799450126,0.198319068,-0.078965435,-1.689029868,-1.286515322,1.051187205,-0.471282999,-0.456239505,0.573190104,1.576986883,-1.151421727,-0.479796329,-1.622883957,-0.670570291,0.599708444,-0.406450803,0.968497514,-0.665974693,0.17597767,-0.576802825,1.202859376,-1.406371223,0.270630759,-0.790832107,1.821537856,0.694176073,0.3431806,-1.102424436,0.679192047,-0.773017995,-0.464665477,-0.263609037,0.395220138,0.676107597,-0.601711337,0.205111317,-0.747486971,-0.4048208,0.288475177,-0.437717354,-0.219833584,0.609158169,-1.218446748,0.095940499,0.533813924,-0.111256062,-0.113259677,-0.871151135,-0.688762969,1.201659264,-0.047058887,-0.291662518,1.2515737,-0.315180727,-0.146428154,-0.503994553,0.443102323,-0.085326435,-0.429509385,0.382307575,0.560223654,0.886694174,-0.025998994,-0.133995269,0.146383086,-0.101700481,0.750448213,0.541198604,-0.160309895,0.428815659,-0.300489757,-0.194987422,0.313265608,-0.086423735,0.127224475,0.571916324,0.277490457,-0.423726368,-0.456571397,-0.116640771,-0.016108564,0.270852615,-0.295946151,-0.479283752,0.046337641,0.406948229,-0.041662628,0.18677496,0.617456068,0.669942318,0.193189274,-0.320475442,0.486633539,-0.151695632,0.097676381,0.008378957,-0.104585612,-0.308526711,-0.006381541,0.182458828,0.011180633,-0.030939608,0.068082317,-7.29E-17,Normal
GSM153220,-10.53623245,-3.114075028,0.241538788,-3.432293617,-2.663350072,0.673375058,3.444284876,-4.5663379,2.546391867,-0.99648111,-3.270252389,-0.456692055,4.536751848,0.155063044,-0.511435891,-3.558463146,1.367281872,1.860007957,-0.156192057,-1.51563972,-0.667890492,2.669030385,0.592664241,0.046334608,-2.210901109,0.382434919,1.924395511,-0.060707486,-0.47581108,0.244585817,-0.884487065,1.552161761,2.910208142,-0.029255059,1.253043901,-0.321553721,-0.794675403,0.836428066,-0.313705753,-1.863759418,0.040281787,-0.283581139,0.534067841,1.286978227,2.156139471,1.916801276,-0.569965446,-0.081873839,0.758753242,-0.388739893,0.191243179,-0.873850218,-0.918020683,-0.181821141,-0.724463825,0.35611946,-0.737586835,-2.143039348,3.366294613,-1.347491766,1.793660321,0.915076503,1.087013513,0.771206247,0.754253575,1.085994244,-1.248193874,-0.780651983,0.863535162,-0.334246728,-0.828472862,0.714290633,-0.034054867,-0.396246902,-0.59707807,0.995763179,-0.616835058,1.322778687,-1.617243858,0.95216956,-0.421321402,-1.220976108,1.162014873,2.399846246,0.080873463,0.04409594,-0.014655697,-0.203091607,-0.295409948,-0.728654769,-0.017839749,-0.890986413,-1.54232387,0.798729643,0.009076581,0.842919685,0.57350543,-0.887760727,-0.006154064,-0.170561585,-0.123350149,-0.140296084,-0.348776634,0.009429263,0.3030255,0.537347086,-0.744817524,-0.135942033,1.236786299,0.22397187,0.127192609,0.029433696,0.198953697,-0.705876874,-0.712418704,0.16699352,0.210091669,0.701721996,-0.28651838,0.15246532,-0.096976937,-0.468242691,-0.399730415,-0.598152591,-0.710411767,-0.312463806,-0.440366513,-0.772143629,0.238101834,0.189040454,0.261787961,-0.09886636,0.441065592,-0.094739349,-0.442592403,-0.117924128,0.038344168,0.101227705,0.254650103,-0.18187193,0.144490124,0.356601237,-0.160483447,0.18053303,0.338905722,-0.180366081,0.016672091,-0.135733128,-0.604919048,-0.121054752,0.358770252,0.388043945,-0.27979079,-0.238910078,0.22202486,0.043219869,-0.021991046,0.3216198,0.109772119,0.505489487,0.169468847,-0.110039317,-0.067631293,0.513204158,0.405619922,0.102587076,-0.140511927,1.99E-15,Normal
GSM153221,-13.20107655,-3.191517512,0.199666903,0.121004996,-2.269597863,0.212902664,0.786825133,-0.861866407,2.915483168,-3.035294853,-1.414141763,-0.569722733,1.740970115,0.843941043,-0.344681864,-1.743651888,-0.008116556,0.2057382,0.235534729,-0.339202515,-0.306986537,2.433927806,-0.347314968,-1.541552186,0.008903547,-0.158732674,0.593309541,-0.843326626,0.384363323,1.019428599,-0.35716726,-0.361935062,-0.194624475,0.099811464,-1.296106132,0.484191041,1.250686141,-0.58162078,-0.02085315,-0.278391662,0.726859926,1.148294984,1.174058629,-1.136109751,-0.69106134,0.831279659,0.450886285,0.421145646,-1.216263421,2.704237415,0.776814162,-2.592845466,2.343541348,-0.581472984,2.812212495,-0.359318587,-0.962665533,-0.475440221,-0.131339488,0.611542038,-0.177310415,1.117728072,-1.404065573,-1.125725511,-0.134292359,0.042058802,-0.221612875,-0.55214572,2.382275446,0.470092593,-0.75366752,-0.735014065,-0.487500019,-0.038541737,-1.278680928,2.279852515,-0.21183459,-1.476458286,1.838226125,-0.723844424,0.572790992,0.585798837,0.660199989,-0.848308295,0.101483738,0.14727964,0.747693852,-0.450424646,-0.153715468,1.633695254,1.735400601,0.124592118,0.047559609,0.566009496,0.521229755,-0.146304163,0.787940943,0.260031406,-1.356452897,-0.914838125,0.65170794,-0.383172757,-0.430079264,-0.485110854,-0.518856255,0.110645426,0.004400783,-0.756405902,0.262980708,-0.442258343,0.024819233,-0.798828595,-0.354094916,-0.283832794,-0.259308942,0.559322786,0.902521936,0.18424195,1.436264774,-0.684075635,-0.438296196,0.084243665,-0.267544303,-0.621544482,-0.7689086,-0.245602903,-1.236077153,0.202163316,0.233812821,-0.664478074,-0.884609724,-0.817729654,-0.718082742,-0.229084026,0.361084722,-0.133181296,-0.290323296,-0.432609287,-0.060178353,0.343885867,0.368270803,0.184531551,-0.500729209,0.021666659,0.158455063,0.266303274,-0.104341264,-0.386281053,0.403512731,-0.107751121,0.101272448,-0.077721278,0.238669315,0.219097238,-0.274169271,0.420898468,-0.224033544,0.122131033,-0.341022893,0.199108858,-0.325231186,0.390008684,-0.065085921,-0.097916615,-0.311352987,0.064582645,0.115701932,3.45E-15,Normal
GSM153222,-15.61229528,-5.938242368,-1.330190365,-3.36122835,-0.543006644,1.542767161,-0.417084156,0.231590768,-0.337870848,-2.922684067,-3.547162612,-4.035134184,-0.430509088,0.883957624,-0.126168086,-4.756837525,0.609584168,-0.618934044,0.499310402,-1.370619359,-2.117696333,-2.442056815,1.047265171,-0.446325483,0.660874064,1.452191145,-0.608661767,-1.434367873,-0.567626383,3.601784231,-1.956383284,0.23667852,0.219535351,1.076499095,0.357539074,1.267845696,-0.792142189,0.266958825,1.307508376,-1.115900262,-1.680706748,-0.102925825,-0.124469275,-0.420855455,1.143005825,-1.560463617,-1.082865599,0.974925636,-1.910701196,1.969244851,-0.06961275,1.558263621,-1.191326851,-1.284303062,2.206676854,-2.410140677,1.269759896,0.169709976,0.038996974,-0.528873109,1.206692923,0.267775544,0.66414718,1.722992821,1.735110014,-0.251528088,0.223618423,0.094833247,0.370172549,-1.111593541,0.976797506,0.391991312,-0.42837598,0.429180401,-0.085519924,0.535654685,0.329627469,0.034522549,0.171912923,-0.621547398,-1.117596976,0.95065114,-0.503428528,-0.662674485,0.098270082,-1.31504329,0.701448069,0.300813783,-0.3214131,-0.107518836,0.358704295,0.742491027,-0.728749646,0.326523469,-0.916486515,0.64242981,0.479253492,0.551502417,0.863714226,-0.815329624,-1.424237472,0.755116885,-0.309146857,1.116184689,1.020144204,0.613893026,-0.103416192,0.212576748,-0.369534135,-0.659842186,0.294755934,0.659150652,-0.542676609,0.801814264,0.254915343,0.077763714,-0.171336779,0.383096744,0.308265879,0.0084672,0.917122465,0.512077194,-1.126893343,0.655156582,1.273389973,0.273216079,0.09380313,0.082644347,0.732810932,0.266027224,0.259590242,0.377357517,-0.147606278,0.572128961,0.40557437,-0.309316573,-0.153362554,0.245990725,0.493207695,0.826918691,0.399880478,0.232566714,-0.067731433,0.263071476,-0.146137497,-0.104276221,0.192186985,0.213480776,0.03395351,-0.379560608,-0.275628597,-0.161410162,-0.121457976,0.160742586,-0.33352524,-0.225428793,-0.249741243,-0.01024118,-0.071937579,-0.188089105,0.465405424,0.05699474,-0.098748173,-0.324931357,0.133353635,-0.354430932,0.300827818,-4.20E-15,Normal
GSM153223,-15.28553089,-1.09422273,-1.136442372,-2.050422932,2.543575085,-0.457170437,0.451376875,-1.655485853,-2.684428829,2.746553373,-2.948407987,-2.362143398,2.591152165,-0.077083512,-0.227281821,-4.118893652,-1.377840802,-1.151230438,-2.252457947,0.266421098,2.173805133,0.059366084,0.608711255,-0.618055535,-1.321040508,0.664974792,1.706711077,-0.038296241,-0.628721543,-0.643907156,0.362312174,0.982860809,-0.772580359,-0.965731007,0.158403187,-0.338401874,2.494323122,-1.990062762,-1.406164787,1.885128904,-0.062817834,0.488498698,-0.03680008,-0.491310055,-1.282193381,1.419530321,1.80755366,0.751063987,-0.029262046,1.082128857,-0.561070076,-0.094573906,-0.409477362,-0.781134392,-2.046870603,0.053402128,1.088379451,0.623606131,-0.613200929,0.415626792,-0.835821099,-2.867014398,-0.439975906,0.443361738,0.168922847,0.073434338,0.830656541,0.211764952,-1.680018887,-1.08970517,1.599900691,0.967796739,-0.575696538,-1.182391313,0.350613243,0.680184766,2.579200332,-1.029215389,0.924916131,-0.018888644,-0.178504864,-0.544024487,-1.213626655,2.034320166,0.673723339,-0.049907263,-0.892965844,0.203786317,-0.265043543,0.808368955,-0.520300217,0.673683179,-0.822325348,-1.171721669,0.638431734,-0.672961645,-0.899148235,0.564986698,-0.237759256,0.127306554,-0.320087244,-0.429482297,-0.557885192,-0.335122146,0.61703359,0.105883219,0.308565126,-1.260756258,0.170497985,-0.439997572,-0.212439656,-1.676276655,-0.12028223,-0.428297065,-0.115715977,0.126856835,-0.015196356,0.414137633,0.640664976,0.432949344,0.221107346,-0.234772838,-1.160947039,-0.478349404,-0.199973837,0.368331569,-0.185070672,0.034798457,-0.59353138,0.863461902,0.051887904,0.072569996,0.869504572,-0.093431715,-0.006877247,-0.426150397,0.424844359,-0.030786954,0.919472645,0.371817461,-0.111963029,0.404050272,-0.023843881,-0.214786448,-0.15332439,0.128682814,-0.084689168,0.448995464,0.14814486,0.437525304,0.152657452,0.090660573,0.250666334,0.16601002,0.403235345,-0.187499524,-0.13779385,-0.217625516,-0.231271736,0.23705669,-0.435726137,0.143554554,0.163100534,0.184583045,0.041615771,-0.445798488,0.038639074,-4.97E-15,Normal
GSM153224,-2.459795475,8.613688348,1.595052711,1.359137434,-0.817832839,-1.487629073,-0.954553963,3.238001803,0.177700074,-0.488030188,-1.400649891,-2.210939204,1.065573382,1.145094984,-0.52425091,-1.743305556,-0.582121524,-1.438549332,0.36339648,-0.883358397,0.812800261,0.539245867,-0.212834702,-0.673395751,-0.01851111,0.627353697,0.870141528,0.775626897,-0.359958295,-0.587071343,-1.016796239,0.378240717,-0.594616766,1.443987158,0.313973438,0.900382444,-0.194681298,-0.037038565,-0.584554404,0.024434239,-0.56499469,-0.499038242,0.451690744,0.904909948,-0.38192235,-1.289377636,0.898144081,-0.223801524,0.962456323,0.313599319,-0.410312009,0.043047284,0.015919186,0.181889408,-1.270943665,0.369042354,-0.142565098,0.265729339,0.393422972,0.221815738,-0.189853676,-0.504658692,-1.305873946,-0.027388325,0.211214306,-0.113394202,0.167786705,-0.040817027,0.290824886,-0.149009212,-0.461186765,-0.359637784,-0.730382861,-0.21484751,-0.682896841,0.043693322,-0.270403691,0.777253401,0.206689073,-0.320163304,-1.240284918,1.017741546,0.488284959,-0.364869043,-1.074685489,-1.377603097,-0.627340997,-0.111632377,0.109149694,-0.44762549,-0.640951347,-0.05631841,0.084674456,-0.589246335,1.034894113,-0.298382231,0.895088075,0.585166055,0.296430205,0.346415521,0.293796285,0.789826285,-0.325250683,0.306097863,-0.372006476,0.501758802,-1.23828871,-0.249566144,-0.048214818,0.213473382,0.482538451,-0.731439178,0.279855679,-0.017564103,-0.912080733,-0.369492293,-0.136204503,0.35081043,0.115941127,-0.351720549,-1.335399583,0.436581504,0.402659958,-0.38908728,0.548748642,0.669514412,-0.268998728,0.560230167,-0.25847768,-0.58900411,-0.668087011,0.238440423,-0.347747404,-0.786532102,-0.259782105,0.530707704,-0.47775411,0.572391428,-0.232766671,0.25148779,0.150866989,-0.920379312,-0.60147688,-1.18184366,-0.004477087,0.086473237,0.514814004,0.439288126,-1.351353679,0.058716839,0.445419926,1.124025631,-0.932446165,0.138017624,-0.34572309,-0.276568515,-0.032610505,-1.343899937,0.619233374,0.450544281,0.261783028,-0.449418563,-0.25068358,-0.630355926,-0.521396807,-0.205638868,0.079769074,-6.80E-16,Normal
GSM153225,-9.244937744,0.296364261,-0.100532955,-0.657082281,-2.185721974,0.788420676,-0.066683894,2.328180045,2.878675596,0.962966576,-0.879532132,0.769870116,0.623164797,2.025423355,-1.201834609,-1.099839538,-0.141724484,1.006849089,2.494516118,0.37957031,-0.415183809,0.865269035,1.350602783,-1.495152578,-0.584942122,0.274432672,-2.900515431,-1.637084717,-0.355489236,-1.647100203,-0.304891003,-0.241366946,-1.668444076,-0.06137113,-1.224511647,-1.33515695,-0.364018077,-2.450574374,0.357572519,0.011162541,-0.234742343,-0.422094062,-1.052972877,-0.686477998,0.317875548,-1.70776962,-0.317894969,-0.746820875,0.442966503,1.350200174,1.638764672,1.648203171,1.298961594,0.242506263,-0.103114853,-0.317355175,1.118842044,-1.956033273,0.240769006,0.929848798,-0.861899307,-0.081376211,1.55712514,-0.537278001,0.360130515,-1.081174182,-0.111196102,-1.632684732,-0.870661924,-0.135877356,-0.671539451,-0.256686447,-0.110383348,-0.855860676,-0.802658598,0.918797879,0.077523296,-0.97938908,-1.475840194,-0.089090744,0.032316761,0.283393083,-0.733795516,0.24392795,1.358453479,-0.55087973,-1.052188235,-0.72674287,-0.157549222,-0.82406501,-0.999170182,-0.637307721,0.949772274,0.356902783,0.02425368,0.094551131,-0.440878736,-1.381004835,1.085876657,-0.4430145,0.653953801,0.64815153,1.173111594,-0.83117421,1.328917949,-0.043399084,0.269894065,-0.033214083,0.011994255,0.56713091,-0.318203049,-0.625970197,-1.316968774,-0.337231793,0.206028883,0.185197427,-0.60323888,0.062915202,0.294027087,0.547267967,-0.653045571,-0.213244145,0.790212982,0.709841812,0.499919938,-0.878323177,-0.242363602,0.003787237,0.432092209,-0.564200239,0.717869803,-1.74606798,0.180028677,-0.654422541,0.604429731,0.433391806,0.24716261,0.732026072,0.121503774,0.456877291,-0.661269768,0.634810594,0.116868615,-0.480979741,-0.056631222,-0.037115562,-0.298495395,0.203493124,0.305263674,-0.217323572,0.215786569,0.02591674,0.546059479,0.094465237,0.278820717,0.404577425,0.028724518,0.049517543,0.290277651,0.288265007,0.046374457,-0.411220165,-0.715967451,-0.293288481,0.100026677,-0.020765027,-0.013759791,1.25E-16,Normal
GSM153226,-20.70243291,-9.753431812,-3.119618383,-3.854642999,2.11126529,3.211931943,-6.666899682,3.491409939,-0.723159307,12.61819731,-4.781182656,-1.442711602,-1.379230093,6.875685993,-7.863885402,-0.598982998,-4.390921136,-3.529578734,1.01689401,-1.12844063,-1.819606814,-0.417369645,-2.831367509,2.410606387,1.816763711,-2.698148309,4.16671872,-0.874231725,-0.646596972,2.933021256,-0.819471999,-1.64158697,0.032016859,0.214516426,-1.31381624,1.264057855,0.844167391,1.20103299,1.152691107,0.571361719,-0.537828186,1.894701942,0.414137974,0.54840291,-0.64694556,1.799260106,-0.561096555,-0.290890736,0.299287754,-0.976786846,0.53637111,1.454590589,-1.006888816,0.156198219,0.21206001,0.604684099,-0.911654091,0.259586922,-0.757025482,0.182726126,-1.584940942,0.228370829,-0.115143237,-0.738859245,-0.413606084,0.317714813,-0.456442653,-0.347143136,0.812233738,-0.220395866,0.348485267,0.111966304,-0.383929653,-1.297640176,-0.432721931,-0.115814327,-0.94303726,0.844887462,-0.198334931,0.737167004,-0.161515031,0.243195047,-0.24971768,-0.038970315,0.045415616,0.418996344,-0.764768789,-0.127146351,0.425809749,-0.105866978,0.30660553,0.390907229,-0.605171063,0.056416836,-0.274082445,0.059724619,0.40005846,0.365445666,0.206898083,-0.2891039,0.62301356,0.286376102,0.842675417,-0.109932916,-0.711804295,-0.137544414,-0.206889942,-0.002408974,0.487729805,0.517010947,-0.35880804,0.255243282,-0.313637178,-0.196517502,0.245559654,-0.062681522,0.018056654,-0.232841849,-0.44285249,-0.112000748,0.005074411,-0.009581466,-0.041592396,0.111544152,-0.107367451,0.044037584,-0.020891224,-0.036906653,-0.002611414,-0.020033969,-0.238888389,-0.23866298,-0.13359856,-0.022048087,0.32551213,-0.116113381,0.195878157,0.312155959,-0.144891906,-0.406455601,0.136153273,0.22325727,0.097196507,-0.102926673,-0.118503733,-0.034581188,0.034826759,-0.077732118,0.22450039,-0.178110648,-0.082113536,0.158334796,-0.099670677,-0.179565259,0.124727616,0.002892091,0.146943522,0.136154326,-0.173582528,-0.014789047,0.072277412,0.059662914,-0.071269551,0.01721135,0.123131566,0.19207292,-0.094771975,-4.01E-15,Normal
GSM153227,-6.820694591,3.879433108,1.92976533,0.578950501,-2.279216512,-1.063116222,1.644464812,2.2084327,-1.735975239,-2.621378196,-0.772189743,-1.653263204,0.05791456,0.666216122,-0.298678158,-0.087974567,-1.06614051,-0.348697086,-2.006551655,-1.710802228,-1.132345916,0.562061526,-0.252321143,-0.981500387,-0.869561681,0.582388152,-0.426950877,1.693002407,-0.087064035,-1.355604391,-1.792783437,0.305098435,-0.088668979,-1.655495533,-0.044601725,0.465320534,-1.229789823,0.588527396,1.185823121,0.956064459,0.391567874,0.705275636,0.077652865,0.483737078,-0.877245645,-0.261351258,-0.489043477,0.576679737,-0.341924008,-0.238176081,0.058526678,0.440619352,-0.771868201,0.246834233,0.557546862,0.973930696,-0.081582161,0.160009534,1.778640808,0.004799403,-0.899241347,-1.453696433,1.075139249,0.161544255,0.12796709,0.432021438,-0.250261969,-0.448086459,-0.253360955,0.611543647,-0.251876282,-1.953973088,-0.402755762,-1.536632935,-0.38130132,-0.315641093,-0.642381333,0.283182886,-0.27479018,-0.377994159,-0.047669765,0.731067091,-1.187179644,-0.579855051,-0.086437088,-0.419354771,0.551518359,-0.450251855,0.799856287,2.864512709,0.845534544,0.508469275,-0.389801114,-0.450728138,1.020693192,0.30014498,-0.205417774,1.333687369,-0.206403356,0.231355765,-1.055566603,-0.136511486,-0.03685381,-0.073182726,-0.400340492,-0.425139652,0.385204234,0.692654331,0.152347975,-0.344214213,0.532905248,-0.029410357,-0.478109718,-0.772541357,0.049769097,0.518163529,-0.242066905,0.205353532,-0.365225432,0.216592093,0.558317004,-0.360715468,-0.160824696,-0.885231799,0.201487421,-1.017396815,-0.156298338,0.608512449,0.666478505,-0.608217359,0.03071744,0.558739122,0.282340797,-0.149134461,-0.576235524,-0.710869614,-0.108253959,-0.360058154,-0.872473796,-1.048692757,-1.30447792,0.00100116,0.578528499,0.309128511,0.146020806,-0.627727618,-0.525496717,0.265293104,0.291914478,-0.033532829,0.264956661,-0.359640899,-0.383464344,0.042644272,0.216324838,0.835400485,-0.20653489,-0.104149103,0.757909247,-0.085224923,-0.020323848,-0.978736127,0.217712145,-0.17956757,0.62567577,-0.217519606,0.54872899,1.36E-15,Normal
GSM153228,-17.78304781,-5.34783977,-0.310115928,1.078179444,2.360843968,-1.304525939,2.420834161,-0.559280605,-5.592349926,2.644980506,-1.896609264,-1.209460179,-2.721696822,-0.416741261,1.507052645,0.928401444,-0.993398782,2.958452094,-1.032811603,0.921216089,-1.749311324,1.425348039,1.072823157,-2.933064351,-1.338817134,-0.235509243,-0.448193881,-0.83406444,-0.049686521,-0.249600658,0.011870787,-0.705037084,1.63972204,0.018581473,-1.416646454,0.42065197,0.439805613,-0.687668236,-1.208771819,-0.929438384,-2.716510933,0.43961594,1.04678303,-0.24427118,-1.487021417,-0.519810962,-0.312854036,-0.335478421,-0.425093445,-0.125579131,1.30936005,0.56185317,0.287700173,0.441743466,-0.558483014,0.426609333,-0.310136845,0.289687777,0.031534276,-1.073512764,1.13110273,1.68345962,-1.330537006,1.145885747,-0.774293768,-0.222126465,-0.317666733,-0.993350817,0.185064216,0.338560773,-0.608068198,-1.060997818,0.758153861,-0.472882837,-0.647971922,-1.039758048,1.081973395,-0.566830218,0.944351638,-0.163912566,1.112977989,0.812171461,0.891002898,-0.2117498,-0.639848719,-0.406449966,0.573870373,0.245811692,1.147057355,-0.182984277,-0.404192604,-1.058008776,0.480196793,0.550688223,0.186684892,-0.207584515,-1.190521356,0.050622652,0.885891811,-1.04441078,-0.319791475,-0.013587885,0.689146622,-0.461092256,-0.767112039,0.841764968,-1.573654611,-1.092524612,-0.573849185,-0.606381438,0.710650768,0.960645517,0.421082799,-1.190334655,-0.631069361,-0.782958102,-0.668598733,-0.682122709,-1.002438114,0.969690002,-0.036272337,-0.292081837,0.564756977,0.727630886,0.993182347,-0.187737081,-0.644808492,0.003016865,0.011046551,0.267448886,-0.683463088,0.728975779,-0.320493049,-0.106378773,0.063411539,-0.372791631,0.485880475,-0.302017438,0.46772239,0.268408097,-0.275028799,0.327914566,-0.068102636,0.402811973,-0.501191034,0.176392709,-0.58644388,0.395573751,-0.082457568,0.539367086,-0.11909202,-0.095283591,-0.158970232,0.301392256,0.683655259,0.201858186,-0.305645847,-0.338867709,-0.384654328,0.68439531,0.009972565,0.431613742,0.237517816,0.130576035,0.18380779,0.381213467,0.056374783,4.93E-15,Normal
